"item_code"	"current_item_name"	"current_required_specs"	"current_uom"	"target_top_category"	"target_second_layer_family"	"target_third_layer_name"	"decision"	"confidence"	"assumed_specs"	"manual_judgment"	"next_action"
"PIPE-000092"	"异径三通"	"品牌：公元；规格：40*32；类型：三通"	"个"	"管材管件阀门"	"三通"	"异径三通"	"脱水保留"	"high"	"形态：异径；变径规格：40*32"	"脱水保留：当前名称已是稳定核心形态“异径三通”，品牌和规格保留在SKU规格。"	"按异径三通核心形态使用；采购前确认材质/管系列、大小端规格、连接方式、压力等级和执行标准。"
"PIPE-000093"	"异径三通"	"品牌：公元；规格：40*25；类型：三通"	"个"	"管材管件阀门"	"三通"	"异径三通"	"脱水保留"	"high"	"形态：异径；变径规格：40*25"	"脱水保留：当前名称已是稳定核心形态“异径三通”，品牌和规格保留在SKU规格。"	"按异径三通核心形态使用；采购前确认材质/管系列、大小端规格、连接方式、压力等级和执行标准。"
"PIPE-000139"	"镀锌三通"	"公称直径：50；材质/表面：镀锌"	"个"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"表面处理：镀锌"	"三级名称脱水：表面处理下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认基材、连接方式或螺纹制式、压力等级、镀锌标准和执行标准。"
"PIPE-000242"	"镀锌三通"	"公称直径：DN80；表面：镀锌；类型：三通"	"个"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"表面处理：镀锌"	"三级名称脱水：表面处理下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认基材、连接方式或螺纹制式、压力等级、镀锌标准和执行标准。"
"PIPE-000260"	"焊接三通"	"规格：168；壁厚：10；连接：焊接"	"个"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"连接方式：焊接；壁厚：10"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、压力等级和执行标准。"
"PIPE-000272"	"PPR三通"	"品牌：公元；规格：63；材质：PPR；类型：三通"	"个"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"材质：PPR"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式和执行标准。"
"METAL-000100"	"三通"	"规格：25；材质：不锈钢"	"个"	"管材管件阀门"	"三通"	"三通"	"脱水保留"	"high"	"材质：不锈钢"	"脱水保留：当前名称已是稳定商品名“三通”，材质和规格保留在SKU规格。"	"按脱水三级名使用；采购前确认不锈钢材质牌号、连接方式、压力等级和执行标准。"
"PIPE-000374"	"三通"	"公称通径：DN50"	"只"	"管材管件阀门"	"三通"	"三通"	"脱水保留"	"medium"	"公称通径：DN50"	"脱水保留：当前名称为稳定商品名“三通”，但现有规格仅有公称通径，材质和连接方式不足。"	"按脱水三级名暂用；采购前确认材质、连接方式、压力等级和执行标准，若为液压/气动系统需移出本族。"
"PIPE-000375"	"三通"	"公称通径：DN65"	"只"	"管材管件阀门"	"三通"	"三通"	"脱水保留"	"medium"	"公称通径：DN65"	"脱水保留：当前名称为稳定商品名“三通”，但现有规格仅有公称通径，材质和连接方式不足。"	"按脱水三级名暂用；采购前确认材质、连接方式、压力等级和执行标准，若为液压/气动系统需移出本族。"
"PIPE-000378"	"三通"	"公称通径：DN40"	"只"	"管材管件阀门"	"三通"	"三通"	"脱水保留"	"medium"	"公称通径：DN40"	"脱水保留：当前名称为稳定商品名“三通”，但现有规格仅有公称通径，材质和连接方式不足。"	"按脱水三级名暂用；采购前确认材质、连接方式、压力等级和执行标准，若为液压/气动系统需移出本族。"
"PIPE-000423"	"UPVC Y型三通"	"品牌：公元；材质：UPVC；直径：Φ25；类型：Y型三通"	"只"	"管材管件阀门"	"三通"	"Y型三通"	"三级名称脱水"	"high"	"材质：UPVC；形态：Y型三通"	"三级名称脱水：材质下压到SKU规格，三级名称保留稳定核心形态“Y型三通”。"	"按Y型三通核心形态使用；采购前确认UPVC管系列/压力等级、分支角度、连接方式和执行标准。"
"PIPE-000424"	"UPVC三通"	"品牌：公元；材质：UPVC；直径：Φ25；类型：三通"	"只"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"材质：UPVC"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认UPVC管系列/压力等级、连接方式和执行标准。"
"PIPE-000433"	"镀锌三通"	"表面：镀锌；规格：2寸；类型：三通"	"只"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"表面处理：镀锌"	"三级名称脱水：表面处理下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认基材、连接方式或螺纹制式、压力等级、镀锌标准和执行标准。"
"PIPE-000462"	"PPR三通"	"品牌：公元；材质：PPR；规格：32；类型：三通"	"只"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"材质：PPR"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式和执行标准。"
"PIPE-000468"	"PVC三通"	"品牌：公元；材质：PVC；直径：Φ100；类型：三通"	"只"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"材质：PVC"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认PVC管系列/压力等级、连接方式和执行标准。"
"PIPE-000477"	"镀锌三通"	"表面处理：镀锌；规格：3寸；类型：三通"	"只"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"表面处理：镀锌"	"三级名称脱水：表面处理下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认基材、连接方式或螺纹制式、压力等级、镀锌标准和执行标准。"
"PIPE-000487"	"镀锌三通"	"表面处理：镀锌；规格：6分；类型：三通"	"只"	"管材管件阀门"	"三通"	"三通"	"三级名称脱水"	"high"	"表面处理：镀锌"	"三级名称脱水：表面处理下压到SKU规格，三级名称只保留核心商品类型“三通”。"	"按脱水三级名使用；采购前确认基材、连接方式或螺纹制式、压力等级、镀锌标准和执行标准。"
