"item_code"	"current_item_name"	"current_required_specs"	"current_uom"	"target_top_category"	"target_second_layer_family"	"target_third_layer_name"	"decision"	"confidence"	"assumed_specs"	"manual_judgment"	"next_action"
"PIPE-000091"	"PVC给水管"	"品牌：公元；规格：40；材质：PVC；用途：给水"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：PVC；用途：给水；形态：直管"	"PVC为材质、给水为用途，均下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认管系列/压力等级、壁厚、执行标准和适用介质。"
"PIPE-000118"	"PPR管"	"规格：DN200；材质：PPR"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：PPR；形态：直管"	"PPR为材质属性，下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认DN200口径对应的管系列/压力等级、壁厚、执行标准和适用介质。"
"PIPE-000134"	"透明钢丝软管"	"公称直径：50；特征：加厚、透明、钢丝增强"	""	"管材管件阀门"	"管材"	"软管"	"三级名称脱水"	"high"	"特征：透明；结构：钢丝增强；形态：软管"	"透明和钢丝增强分别为外观/结构属性，下压到SKU规格；核心商品形态为软管。"	"按“软管”使用；采购前确认材质、内外径、压力等级、壁厚/层数、长度和执行标准。"
"PIPE-000162"	"波纹管"	"公称直径：20"	""	"管材管件阀门"	"管材"	"波纹管"	"脱水保留"	"high"	""	"波纹管是稳定核心形态，当前名称未夹带材质、品牌或规格污染，三级名称可保留。"	"按“波纹管”使用；采购前确认材质、内外径、壁厚、环刚度/压力等级、连接方式和执行标准。"
"PIPE-000179"	"透明软管"	"公称直径：25；特征：透明"	""	"管材管件阀门"	"管材"	"软管"	"三级名称脱水"	"high"	"特征：透明；形态：软管"	"透明为外观属性，下压到SKU规格；核心商品形态为软管。"	"按“软管”使用；采购前确认材质、内外径、压力等级、壁厚/层数、长度和执行标准。"
"PIPE-000195"	"钢丝软管"	"公称直径：25；结构：钢丝增强"	""	"管材管件阀门"	"管材"	"软管"	"三级名称脱水"	"high"	"结构：钢丝增强；形态：软管"	"钢丝增强为结构属性，下压到SKU规格；核心商品形态为软管。"	"按“软管”使用；采购前确认材质、内外径、压力等级、壁厚/层数、长度和执行标准。"
"PIPE-000212"	"PPR管"	"材质：PPR；规格：63"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：PPR；形态：直管"	"PPR为材质属性，下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认管系列/压力等级、壁厚、执行标准和适用介质。"
"PIPE-000219"	"橡胶水带"	"规格：50；材质：橡胶；特征：加厚"	""	"管材管件阀门"	"管材"	"水带"	"三级名称脱水"	"high"	"材质：橡胶；特征：加厚"	"橡胶和加厚为材质/特征属性，下压到SKU规格；核心商品类型为水带。"	"按“水带”使用；采购前确认压力等级、长度、接口形式、内径、材质标准和适用介质。"
"PIPE-000231"	"钢丝软管"	"规格：38；结构：钢丝增强"	""	"管材管件阀门"	"管材"	"软管"	"三级名称脱水"	"high"	"结构：钢丝增强；形态：软管"	"钢丝增强为结构属性，下压到SKU规格；核心商品形态为软管。"	"按“软管”使用；采购前确认材质、内外径、压力等级、壁厚/层数、长度和执行标准。"
"PIPE-000258"	"PPR管"	"品牌：公元；公称直径：DN200；材质：PPR"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：PPR；形态：直管"	"PPR为材质属性，下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认DN200口径对应的管系列/压力等级、壁厚、执行标准和适用介质。"
"PIPE-000275"	"PPR管"	"品牌：公元；规格：63；材质：PPR"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：PPR；形态：直管"	"PPR为材质属性，下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认管系列/压力等级、壁厚、执行标准和适用介质。"
"PIPE-000279"	"耐磨水管"	"规格：50；特征：加厚、耐磨"	""	"管材管件阀门"	"管材"	"直管"	"复核"	"medium"	"用途/介质：水；特征：加厚、耐磨；形态：直管"	"耐磨和加厚为性能/特征属性，水为介质信息，均不进入三级名称；但当前未说明软硬形态和材质，暂按“管”归类。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"采购前确认是硬管、软管还是水带，并补材质、压力等级、壁厚/层数、长度和执行标准。"
"PIPE-000304"	"高压胶水带"	"规格：65；颜色：蓝色；特征：加厚"	""	"管材管件阀门"	"管材"	"水带"	"三级名称脱水"	"medium"	"材质：橡胶；用途/介质：水；压力等级/工况：高压；颜色：蓝色；特征：加厚"	"高压、蓝色、加厚和胶质均为规格/工况属性；“水带”是可保留的核心商品类型。"	"按“水带”使用；采购前确认准确材质、压力等级、长度、接口形式、内径和执行标准。"
"PIPE-000308"	"高压水管"	"规格：100；用途：高压水"	""	"管材管件阀门"	"管材"	"直管"	"复核"	"medium"	"用途/介质：水；压力等级/工况：高压；形态：直管"	"高压为工况属性、水为介质信息，均下压到SKU规格；但当前无法判断是硬管、软管还是水带，暂按“管”归类。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"采购前确认是硬管、软管还是水带，并补材质、压力等级、壁厚/层数、长度、接口形式和执行标准。"
"PIPE-000309"	"注浆管接头"	"用途：注浆；部件：管头/接头"	""	"管材管件阀门"	"直接/接头"	"直接/直通"	"移出"	"low"	"用途：注浆；部件：管头/接头"	"品名为注浆管接头，核心对象是管路连接件而非管材；应移出管材族。具体接头形态不足，暂按直通接头低置信承接。"	"移入“直接/接头”后复核具体形态（直通、快速接头、异径、活接或其他）、连接方式、材质和压力等级。"
"PIPE-000311"	"钢丝软管"	"规格：25；结构：钢丝增强"	""	"管材管件阀门"	"管材"	"软管"	"三级名称脱水"	"high"	"结构：钢丝增强；形态：软管"	"钢丝增强为结构属性，下压到SKU规格；核心商品形态为软管。"	"按“软管”使用；采购前确认材质、内外径、压力等级、壁厚/层数、长度和执行标准。"
"PIPE-000370"	"注浆管套装"	"长度：5米；套装：含配件"	""	"管材管件阀门"	"管材"	"注浆管"	"复核"	"medium"	"套装：含配件"	"注浆管是核心商品名，套装/含配件属于SKU包装或组合信息；但套装构成未明，需复核后使用。"	"采购前确认套装清单、管材材质、长度、口径、接头/配件规格、压力等级和执行标准。"
"PIPE-000414"	"PVC管"	"品牌：公元；材质：PVC；直径：Φ75"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：PVC；形态：直管"	"PVC为材质属性，下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认用途、压力等级、壁厚/管系列、执行标准和连接方式。"
"PIPE-000415"	"PVC管"	"品牌：公元；材质：PVC；直径：Φ110"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：PVC；形态：直管"	"PVC为材质属性，下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认用途、压力等级、壁厚/管系列、执行标准和连接方式。"
"PIPE-000422"	"UPVC饮水管"	"品牌：公元；材质：UPVC；用途：饮水；直径：Φ25"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：UPVC；用途：饮水；形态：直管"	"UPVC为材质、饮水为用途/介质要求，均下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认饮用水适用标准、压力等级、壁厚/管系列、执行标准和连接方式。"
"PIPE-000453"	"PVC钢丝软管"	"材质：PVC；结构：钢丝增强；规格：1寸"	""	"管材管件阀门"	"管材"	"软管"	"三级名称脱水"	"high"	"材质：PVC；结构：钢丝增强；形态：软管"	"PVC为材质、钢丝增强为结构属性，均下压到SKU规格；核心商品形态为软管。"	"按“软管”使用；采购前确认内外径、压力等级、壁厚/层数、长度、接口形式和执行标准。"
"PIPE-000461"	"PPR管"	"品牌：公元；材质：PPR；规格：32"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：PPR；形态：直管"	"PPR为材质属性，下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认管系列/压力等级、壁厚、执行标准和适用介质。"
"PIPE-000465"	"PVC管"	"品牌：公元；材质：PVC；直径：Φ100"	""	"管材管件阀门"	"管材"	"直管"	"三级名称脱水"	"high"	"材质：PVC；形态：直管"	"PVC为材质属性，下压到SKU规格；三级名称只保留核心形态“管”。 复核调整：为避免三级名称与二级族管材重复，将管收敛为更明确的直管。"	"按“管”使用；采购前确认用途、压力等级、壁厚/管系列、执行标准和连接方式。"
"PIPE-000475"	"高压水带"	"直径：Φ80；类型：高压水带"	""	"管材管件阀门"	"管材"	"水带"	"三级名称脱水"	"high"	"压力等级/工况：高压；类型：水带"	"高压为工况/压力属性，下压到SKU规格；核心商品类型为水带。"	"按“水带”使用；采购前确认材质、压力等级、长度、接口形式、内径和执行标准。"
