"item_code"	"current_item_name"	"current_required_specs"	"current_uom"	"target_top_category"	"target_second_layer_family"	"target_third_layer_name"	"decision"	"confidence"	"assumed_specs"	"manual_judgment"	"next_action"
"PIPE-000066"	"PVC弯头"	"品牌：公元；规格：75；材质：PVC"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：PVC"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000074"	"UPVC弯头"	"规格：32；材质：UPVC；类型：弯头"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：UPVC"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000075"	"UPVC45度弯头"	"规格：32；材质：UPVC；角度：45度"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：UPVC；角度：45度"	"三级名称脱水：材质、角度下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000095"	"PVC45度弯头"	"品牌：公元；规格：40；角度：45度"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：PVC；角度：45度"	"三级名称脱水：材质、角度下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000107"	"焊接弯头"	"规格：89；连接：焊接"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000108"	"焊接弯头"	"规格：168；连接：焊接"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000115"	"PPR弯头"	"品牌：公元；规格：25；材质：PPR"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：PPR"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000124"	"焊接弯头"	"规格：325；特征：加厚；连接：焊接"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接；特征：加厚"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000148"	"焊接弯头"	"规格：325；连接：焊接"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000149"	"焊接弯头"	"规格：325；角度：45度；连接：焊接"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接；角度：45度"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000150"	"焊接弯头"	"规格：89；连接：焊接"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000167"	"焊接弯头"	"规格：168；连接：焊接"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000208"	"镀锌弯头"	"规格：80；表面：镀锌；类型：弯头"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"表面处理：镀锌"	"三级名称脱水：表面处理下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认基材、连接方式或螺纹制式、压力等级、表面处理标准和执行标准。"
"PIPE-000213"	"PPR弯头"	"材质：PPR；规格：63；类型：弯头"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：PPR"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000252"	"焊接弯头"	"规格：89；壁厚：10；连接：焊接"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接；壁厚：10"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000253"	"焊接弯头"	"规格：168；壁厚：10；连接：焊接"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接；壁厚：10"	"三级名称脱水：连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000274"	"PPR弯头"	"品牌：公元；规格：63；材质：PPR；类型：弯头"	"个"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：PPR"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000372"	"PVC弯头"	"品牌：公元；材质：PVC；规格：315；角度：45度"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：PVC；角度：45度"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000373"	"PVC弯头"	"品牌：公元；材质：PVC；规格：315；角度：90度"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：PVC；角度：90度"	"三级名称脱水：材质、角度下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000425"	"UPVC弯头"	"品牌：公元；材质：UPVC；直径：Φ25；角度：90度"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：UPVC；角度：90度"	"三级名称脱水：材质、角度下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000426"	"UPVC弯头"	"品牌：公元；材质：UPVC；直径：Φ25；角度：45度"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：UPVC；角度：45度"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000434"	"镀锌内丝弯头"	"表面：镀锌；连接：内丝；规格：2寸；类型：弯头"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：内丝"	"三级名称脱水：表面处理、连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认螺纹制式、嵌件/基材材质、压力等级、角度和执行标准。"
"PIPE-000435"	"镀锌内丝弯头"	"表面：镀锌；连接：内丝；规格：3寸；类型：弯头"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：内丝"	"三级名称脱水：表面处理、连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认螺纹制式、嵌件/基材材质、压力等级、角度和执行标准。"
"PIPE-000440"	"镀锌内丝弯头"	"表面：镀锌；连接：内丝；规格：4分；类型：弯头"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：内丝"	"三级名称脱水：表面处理、连接方式下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认螺纹制式、嵌件/基材材质、压力等级、角度和执行标准。"
"PIPE-000449"	"焊接弯头"	"连接：焊接；角度：90度；规格：159"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"连接方式：焊接；角度：90度"	"三级名称脱水：连接方式、角度下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认材质牌号、管径制式、壁厚、角度、压力等级、弯曲半径和执行标准。"
"PIPE-000463"	"PPR弯头"	"品牌：公元；材质：PPR；规格：32；类型：弯头"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：PPR"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000466"	"PVC弯头"	"品牌：公元；材质：PVC；直径：Φ100；类型：弯头"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"材质：PVC"	"三级名称脱水：材质下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认管系列/压力等级、连接方式、角度和执行标准。"
"PIPE-000478"	"镀锌弯头"	"表面处理：镀锌；规格：2寸；类型：弯头"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"表面处理：镀锌"	"三级名称脱水：表面处理下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认基材、连接方式或螺纹制式、压力等级、表面处理标准和执行标准。"
"PIPE-000485"	"镀锌弯头"	"表面处理：镀锌；规格：6分；类型：弯头"	"只"	"管材管件阀门"	"弯头"	"弯头"	"三级名称脱水"	"high"	"表面处理：镀锌"	"三级名称脱水：表面处理下压到SKU规格，三级名称只保留核心商品类型“弯头”。"	"按脱水三级名使用；采购前确认基材、连接方式或螺纹制式、压力等级、表面处理标准和执行标准。"
