"item_code"	"current_item_name"	"current_required_specs"	"current_uom"	"target_top_category"	"target_second_layer_family"	"target_third_layer_name"	"decision"	"confidence"	"assumed_specs"	"manual_judgment"	"next_action"
"PIPE-000076"	"PPR阀门"	"品牌：公元；规格：90；材质：PPR；类型：阀门"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"medium"	"材质：PPR"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。 PPR阀门按现场常用PPR球阀近似，采购前需确认具体阀型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000090"	"不锈钢球阀"	"规格：25；材质：不锈钢；类型：球阀"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000045"	"不锈钢球阀"	"品牌：埃美柯；规格：80；材质：不锈钢；特征：加厚"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：不锈钢；特征：加厚"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000105"	"单向阀"	"品牌：埃美柯；规格：80；类型：单向阀"	"个"	"管材管件阀门"	"阀门"	"止回阀"	"三级名称脱水"	"high"	""	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000111"	"铜球阀"	"品牌：埃美柯；规格：4分；材质：铜"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：铜"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000113"	"冷热水阀"	"功能：冷热水；类型：水阀"	"个"	"管材管件阀门"	"阀门"	"混水阀"	"三级名称修正"	"medium"	"用途：冷热水"	"水阀过泛，按冷热水控制/混合用途收敛为混水阀；采购前确认是否为龙头阀芯、混水阀或角阀。"	"使用前确认连接规格、材质、安装形式及是否实际为混水阀。"
"METAL-000051"	"不锈钢球阀"	"品牌：埃美柯；规格：50；材质：不锈钢；特征：加厚"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：不锈钢；特征：加厚"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000054"	"不锈钢球阀"	"品牌：埃美柯；规格：80；材质：不锈钢；特征：厚"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：不锈钢；特征：加厚"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000160"	"法兰电动蝶阀"	"公称直径：DN50；连接：法兰；驱动：电动"	"个"	"管材管件阀门"	"阀门"	"蝶阀"	"三级名称脱水"	"high"	"连接方式：法兰；驱动方式：电动"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000161"	"法兰电动蝶阀"	"公称直径：DN80；连接：法兰；驱动：电动"	"个"	"管材管件阀门"	"阀门"	"蝶阀"	"三级名称脱水"	"high"	"连接方式：法兰；驱动方式：电动"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000066"	"不锈钢球阀"	"品牌：埃美柯；公称直径：DN50；材质：不锈钢"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000178"	"弹簧减压阀"	"公称直径：DN25；结构：弹簧式"	"个"	"管材管件阀门"	"阀门"	"减压阀"	"三级名称脱水"	"high"	"结构：弹簧式"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000068"	"不锈钢球阀"	"品牌：埃美柯；公称直径：DN80；材质：不锈钢"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000069"	"不锈钢单向阀"	"品牌：埃美柯；公称直径：DN80；材质：不锈钢"	"个"	"管材管件阀门"	"阀门"	"止回阀"	"三级名称脱水"	"high"	"材质：不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000186"	"Y型法兰过滤器"	"公称直径：DN80；结构：Y型；连接：法兰"	"个"	"管材管件阀门"	"过滤器/水处理附件"	"Y型过滤器"	"移出"	"high"	"连接方式：法兰；结构：Y型"	"Y型过滤器不是阀门，按管路过滤器归入过滤器/水处理附件；连接方式和结构保留在SKU规格。"	"后续补材质、压力等级、滤网目数和执行标准。"
"METAL-000071"	"不锈钢刀阀"	"公称直径：DN150；材质：不锈钢"	"个"	"管材管件阀门"	"阀门"	"刀阀"	"三级名称脱水"	"high"	"材质：不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000214"	"PPR截止阀"	"材质：PPR；规格：63；类型：截止阀"	"个"	"管材管件阀门"	"阀门"	"截止阀"	"三级名称脱水"	"high"	"材质：PPR"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000244"	"球阀"	"品牌：埃美柯；公称直径：DN80"	"个"	"管材管件阀门"	"阀门"	"球阀"	"脱水保留"	"high"	""	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000245"	"球阀"	"品牌：埃美柯；公称直径：DN50"	"个"	"管材管件阀门"	"阀门"	"球阀"	"脱水保留"	"high"	""	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000257"	"减压阀"	"公称直径：DN50；执行标准：国标"	"个"	"管材管件阀门"	"阀门"	"减压阀"	"脱水保留"	"high"	""	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000267"	"PPR球阀"	"品牌：公元；公称直径：DN50；材质：PPR；类型：球阀"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：PPR"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000276"	"PPR球阀"	"品牌：公元；规格：63；材质：PPR；类型：球阀"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：PPR"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000277"	"球阀"	"品牌：埃美柯；公称直径：DN15"	"个"	"管材管件阀门"	"阀门"	"球阀"	"脱水保留"	"high"	""	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000278"	"电浮球阀"	"线长：10m；类型：电浮球阀"	"个"	"管材管件阀门"	"阀门"	"浮球阀"	"三级名称脱水"	"medium"	"驱动方式：电动"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000295"	"刀阀"	"公称直径：DN150"	"个"	"管材管件阀门"	"阀门"	"刀阀"	"脱水保留"	"high"	""	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000306"	"高压球阀"	"品牌：埃美柯；规格：20；类型：高压球阀"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"工况：高压"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000310"	"高压球阀"	"品牌：埃美柯；规格：25；类型：高压球阀"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"工况：高压"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000341"	"止回阀"	"材质：304；公称通径：DN25"	"只"	"管材管件阀门"	"阀门"	"止回阀"	"脱水保留"	"high"	"材质：304不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000367"	"高压球阀"	"材质：不锈钢；用途：液压高压；规格：1寸"	"只"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：不锈钢；工况：高压"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000369"	"弹簧式安全阀"	"型号：A28H-64；公称通径：DN32；结构：弹簧式"	"只"	"管材管件阀门"	"阀门"	"安全阀"	"三级名称脱水"	"high"	"结构：弹簧式"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000421"	"不锈钢单向阀"	"材质：不锈钢；规格：1寸；类型：单向阀"	"只"	"管材管件阀门"	"阀门"	"止回阀"	"三级名称脱水"	"high"	"材质：不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000431"	"不锈钢法兰蝶阀"	"材质：304；连接：法兰式；公称通径：DN150"	"只"	"管材管件阀门"	"阀门"	"蝶阀"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：法兰"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000432"	"沟槽式蝶阀"	"连接：沟槽式；公称通径：DN150"	"只"	"管材管件阀门"	"阀门"	"蝶阀"	"三级名称脱水"	"high"	"连接方式：沟槽"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000441"	"不锈钢高压球阀"	"材质：304不锈钢；规格：2寸；类型：高压球阀"	"只"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢；工况：高压"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000145"	"不锈钢内外丝球阀"	"材质：304不锈钢；规格：4分；连接：内外丝"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：内外丝"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000146"	"不锈钢内外丝球阀"	"材质：304不锈钢；规格：3分；连接：内外丝"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：内外丝"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000147"	"不锈钢内丝球阀"	"材质：304不锈钢；规格：4分；连接：内丝"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：内丝"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000148"	"不锈钢内丝球阀"	"材质：304不锈钢；规格：3分；连接：内丝"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：内丝"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000149"	"不锈钢宝塔球阀"	"材质：304不锈钢；规格：2分-12mm；连接：宝塔"	"个"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：宝塔"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000447"	"弹簧式安全阀"	"结构：弹簧式；公称通径：DN20"	"只"	"管材管件阀门"	"阀门"	"安全阀"	"三级名称脱水"	"high"	"结构：弹簧式"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000153"	"不锈钢单向阀"	"材质：304不锈钢；公称通径：DN50"	"只"	"管材管件阀门"	"阀门"	"止回阀"	"三级名称脱水"	"high"	"材质：304不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000158"	"不锈钢排气阀"	"材质：不锈钢；特征：大帽"	"只"	"管材管件阀门"	"阀门"	"排气阀"	"三级名称脱水"	"high"	"材质：不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000160"	"不锈钢补水球阀"	"材质：不锈钢；用途：补水；规格：4寸"	"只"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：不锈钢；用途：补水"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000460"	"PPR截止阀"	"品牌：公元；材质：PPR；规格：32；类型：截止阀"	"只"	"管材管件阀门"	"阀门"	"截止阀"	"三级名称脱水"	"high"	"材质：PPR"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"METAL-000161"	"不锈钢球阀"	"材质：不锈钢；规格：32"	"只"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000467"	"PVC止回阀"	"品牌：公元；材质：PVC；直径：Φ100；类型：止回阀"	"个"	"管材管件阀门"	"阀门"	"止回阀"	"三级名称脱水"	"high"	"材质：PVC"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000479"	"不锈钢两片式球阀"	"品牌：埃美柯；材质：304；结构：两片式；公称通径：DN50"	"只"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢；结构：两片式"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000488"	"浮球阀"	"配线长度：10m"	"套"	"管材管件阀门"	"阀门"	"浮球阀"	"脱水保留"	"medium"	""	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000491"	"不锈钢球阀"	"材质：304；公称通径：DN20"	"只"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000492"	"不锈钢球阀"	"材质：304；公称通径：DN15"	"只"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000493"	"不锈钢球阀"	"材质：304；公称通径：DN10"	"只"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000494"	"不锈钢球阀"	"材质：304；公称通径：DN8"	"只"	"管材管件阀门"	"阀门"	"球阀"	"三级名称脱水"	"high"	"材质：304不锈钢"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
"PIPE-000495"	"不锈钢电动法兰蝶阀"	"材质：304；结构：重体；驱动：电动；连接：法兰；公称通径：DN80"	"只"	"管材管件阀门"	"阀门"	"蝶阀"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：法兰；驱动方式：电动；结构：重体"	"阀门三级名称脱水：材质、连接方式、驱动方式、结构、工况等下压为SKU规格，三级名称只保留阀门本体类型。"	"采购前补齐公称压力、连接标准、适用介质、执行标准；若原名称过泛，使用前确认真实阀型。"
