"item_code"	"current_item_name"	"current_required_specs"	"current_uom"	"target_top_category"	"target_second_layer_family"	"target_third_layer_name"	"decision"	"confidence"	"assumed_specs"	"manual_judgment"	"next_action"
"PIPE-000112"	"外接头"	"规格：4分；类型：外接头"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"复核"	"low"	"连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：外接头只表达连接方向，缺少材质和是否外丝等关键信息。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：确认材质、外接/外丝含义、螺纹标准和压力等级。"
"PIPE-000117"	"PPR直通"	"品牌：公元；规格：25；材质：PPR"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：PPR；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：品名已明确 PPR 直通，材质在规格中也有体现。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补连接方式和压力等级，品牌规格保留。"
"PIPE-000119"	"PPR接头"	"规格：200；材质：PPR"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"复核"	"low"	"材质：PPR；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：仅有 PPR 和规格，接头形式过泛，不能一眼判断接口。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：复核具体形式、品牌、压力等级和连接方式。"
"PIPE-000140"	"镀锌外丝接头"	"规格：50*40；连接：外丝；表面：镀锌"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"medium"	"表面处理：镀锌；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌表面和外丝连接明确，50*40 可能带异径属性但不影响第三层主名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：确认是否变径接头，补基材、压力等级和螺纹标准。"
"PIPE-000141"	"镀锌直通"	"公称直径：50；表面：镀锌"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"medium"	"表面处理：镀锌；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌和直通形态明确，暂作为直连管件第三层。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补内丝/外丝/焊接等连接方式、基材和压力等级。"
"PIPE-000142"	"镀锌外接头"	"公称直径：50；连接：外接；表面：镀锌"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"medium"	"表面处理：镀锌；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌和外接连接形态明确，但外接是否等同外丝仍需确认。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：复核外接/外丝口径，补基材、螺纹标准和压力等级。"
"PIPE-000143"	"堵头"	"定制：是；规格：300"	"套"	"管材管件阀门"	"直接/接头"	"堵头/管帽"	"复核"	"low"	"形态：封堵"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：堵头形态明确但为定制件且缺材质，可能需要转定制管路接头或按图采购。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：复核图纸/用途、材质、连接方式和是否仍按普通堵头采购。"
"PIPE-000153"	"镀锌异径接头"	"规格：100*50；表面：镀锌；类型：大小头"	"个"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"medium"	"表面处理：镀锌；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌表面和异径大小头形态清楚，适合作为第三层。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、连接方式和压力等级。"
"PIPE-000165"	"焊接异径接头"	"规格：273*168；类型：大小头；连接：焊接"	"个"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"连接方式：焊接；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：焊接连接和异径大小头形态明确，是本族标准管路接头。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补材质、壁厚、执行标准和压力等级。"
"PIPE-000169"	"镀锌活接"	"公称直径：50；表面：镀锌；类型：活接"	"个"	"管材管件阀门"	"直接/接头"	"活接"	"三级名称脱水"	"high"	"表面处理：镀锌"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌材质特征和活接形式明确，采购可直接识别。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补连接方式、基材和压力等级。"
"PIPE-000171"	"异径接头"	"规格：80*50；类型：大小头"	"个"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"medium"	"形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：名称和规格体现大小头异径连接，适合作为第三层；材质未明。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：确认材质、连接方式和压力等级。"
"PIPE-000188"	"双卡管道连接器"	"规格：325；型式：双卡"	"个"	"管材管件阀门"	"直接/接头"	"快速接头"	"复核"	"low"	"连接方式：双卡"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：双卡连接器属于管道连接件，但系统、密封和压力信息不足，按边界要求暂留并复核。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：确认适用管道系统、材质、密封形式、压力等级和执行标准。"
"PIPE-000209"	"内丝直通"	"规格：80；连接：内丝；类型：直通"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"复核"	"medium"	"连接方式：内丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：内丝和直通形式明确，但材质缺失，暂用连接形式命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：确认材质、螺纹标准和压力等级。"
"PIPE-000211"	"PPR直通"	"材质：PPR；规格：63；类型：直通"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：PPR；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PPR 材质和直通形式明确，属于标准直连管件。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补品牌和压力等级。"
"PIPE-000215"	"PPR外接直通"	"材质：PPR；规格：63；连接：外接；类型：直通"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"medium"	"材质：PPR；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PPR、外接和直通形式明确，但外接与外牙/外丝口径需确认。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：复核外接含义，补品牌、螺纹标准和压力等级。"
"PIPE-000240"	"焊接异径接头"	"规格：168*89；类型：大小头；连接：焊接"	"个"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"连接方式：焊接；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：焊接连接和异径大小头形态明确，是本族标准管路接头。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补材质、壁厚、执行标准和压力等级。"
"PIPE-000241"	"焊接异径接头"	"规格：168*60；类型：大小头；连接：焊接"	"个"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"连接方式：焊接；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：焊接连接和异径大小头形态明确，是本族标准管路接头。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补材质、壁厚、执行标准和压力等级。"
"PIPE-000243"	"镀锌外丝接头"	"公称直径：DN80；连接：外丝；表面处理：镀锌"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"medium"	"表面处理：镀锌；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌和外丝连接明确，采购可识别为管路外丝接头。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000273"	"PPR直通"	"品牌：公元；规格：63；材质：PPR；类型：直通"	"个"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：PPR；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：品名已明确 PPR 直通，规格也支持该判断。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补压力等级/管系列。"
"PIPE-000288"	"胶接头"	"规格：4寸；材质：胶"	"套"	"管材管件阀门"	"直接/接头"	"软接头"	"复核"	"low"	"材质：橡胶；连接方式：胶接"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：胶接头信息不足，可能是橡胶软接头或其他管路连接件，按边界暂留本族复核。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：确认是否橡胶软接头、连接方式、法兰/丝扣标准、压力等级和用途系统。"
"PIPE-000298"	"镀锌补心"	"规格：80*65；表面处理：镀锌；类型：补心"	"个"	"管材管件阀门"	"直接/接头"	"补心"	"三级名称脱水"	"medium"	"表面处理：镀锌"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌和补心形态明确，规格体现异径。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、连接方式和压力等级。"
"PIPE-000371"	"PVC直接"	"品牌：公元；材质：PVC；规格：315；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：PVC；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PVC 材质和直接形式明确，符合采购常用名称。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补连接方式、压力等级/排水管系列。"
"PIPE-000404"	"PPR堵头"	"材质：PPR；规格：4分；类型：堵头"	"只"	"管材管件阀门"	"直接/接头"	"堵头/管帽"	"三级名称脱水"	"high"	"材质：PPR；形态：封堵"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PPR 材质和堵头形态明确，采购识别清楚。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补品牌和压力等级。"
"PIPE-000405"	"PPR堵头"	"材质：PPR；规格：6分；类型：堵头"	"只"	"管材管件阀门"	"直接/接头"	"堵头/管帽"	"三级名称脱水"	"high"	"材质：PPR；形态：封堵"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PPR 材质和堵头形态明确，采购识别清楚。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补品牌和压力等级。"
"PIPE-000406"	"PPR堵头"	"材质：PPR；规格：20mm；类型：闷头/堵头"	"只"	"管材管件阀门"	"直接/接头"	"堵头/管帽"	"三级名称脱水"	"high"	"材质：PPR；形态：封堵"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PPR 材质明确，闷头可按堵头采购命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：保留闷头/堵头别名，补品牌和压力等级。"
"PIPE-000407"	"PPR堵头"	"材质：PPR；规格：25mm；类型：闷头/堵头"	"只"	"管材管件阀门"	"直接/接头"	"堵头/管帽"	"三级名称脱水"	"high"	"材质：PPR；形态：封堵"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PPR 材质明确，闷头可按堵头采购命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：保留闷头/堵头别名，补品牌和压力等级。"
"PIPE-000409"	"管箍"	"规格：4寸；类型：管箍"	"只"	"管材管件阀门"	"直接/接头"	"管箍"	"脱水保留"	"medium"	""	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：管箍是管道连接件第三层名称，当前形态明确但材质未明。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：确认材质、连接方式、压力等级和是否与卡箍/抱箍区分。"
"PIPE-000412"	"镀锌内丝直接"	"规格：4寸；表面：镀锌；连接：内丝；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：内丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌、内丝和直接形式都已明确，符合目标命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000413"	"镀锌内丝直接"	"规格：3寸；表面：镀锌；连接：内丝；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：内丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌、内丝和直接形式都已明确，符合目标命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000416"	"PVC直接"	"品牌：公元；材质：PVC；直径：Φ110；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：PVC；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PVC 材质和直接形式明确，符合采购常用名称。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补连接方式、压力等级/排水管系列。"
"PIPE-000417"	"PVC直接"	"品牌：公元；材质：PVC；直径：Φ75；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：PVC；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PVC 材质和直接形式明确，符合采购常用名称。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补连接方式、压力等级/排水管系列。"
"PIPE-000419"	"内丝变径直接"	"规格：25变20；连接形式：内丝；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"medium"	"连接方式：内丝；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：内丝、变径和直接形式明确，但材质未给，暂按连接形态命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：确认材质、螺纹标准和压力等级。"
"PIPE-000427"	"UPVC直接"	"品牌：公元；材质：UPVC；直径：Φ25；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：UPVC；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：UPVC 材质和直接形式明确，符合目标命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补连接方式和压力等级。"
"PIPE-000428"	"镀锌外丝直接"	"表面：镀锌；连接：外丝；规格：3寸；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌、外丝和直接形式都已明确，符合目标命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000429"	"镀锌外丝直接"	"表面：镀锌；连接：外丝；规格：2寸；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌、外丝和直接形式都已明确，符合目标命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000430"	"镀锌内丝直接"	"表面：镀锌；连接：内丝；规格：2寸；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：内丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌、内丝和直接形式都已明确，符合目标命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000436"	"焊接变径接头"	"连接：焊接；规格：150/2寸；类型：变径接头"	"只"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"连接方式：焊接；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：变径接头与异径接头同义，本族中统一按“焊接异径接头”表达焊接大小头。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补材质、壁厚、压力等级和大小端口径单位。"
