item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
ADMIN-000062	复合吸油棉	材质/类型：复合；尺寸：400*500*5	张	清洁办公后勤	清洁工具	吸油棉	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为吸油棉，属性下压到规格。	采购/建档前确认缺失规格：材质。
ADMIN-000066	手持吸尘器	品牌：小米；类型：手持	台	清洁办公后勤	清洁工具	吸尘器	三级名称脱水	medium	特征：大功率	原名称含材质、结构、规格或功能属性，三级名称收敛为吸尘器，属性下压到规格。	采购/建档前确认缺失规格：型号；功率。
ADMIN-000067	垃圾桶	容量：240L；配置：带盖、带轮	个	清洁办公后勤	清洁工具	垃圾桶	脱水保留	high		垃圾桶是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；颜色。
ADMIN-000071	竹扫把	材质：竹；规格：大	把	清洁办公后勤	清洁工具	扫把	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为扫把，属性下压到规格。	采购/建档前确认缺失规格：长度；宽度。
ADMIN-000072	塑料扫把	材质：塑料	把	清洁办公后勤	清洁工具	扫把	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为扫把，属性下压到规格。	采购/建档前确认缺失规格：规格。
MAT-000252	吸油棉	尺寸：40cm*50cm*5mm	张	清洁办公后勤	清洁工具	吸油棉	脱水保留	high		吸油棉是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；容量。
METAL-000138	不锈钢烟灰桶	材质：304不锈钢；类型：烟灰桶	个	清洁办公后勤	清洁工具	烟灰桶	三级名称脱水	medium	材质：不锈钢	原名称含材质、结构、规格或功能属性，三级名称收敛为烟灰桶，属性下压到规格。	采购/建档前确认缺失规格：尺寸；容量。
SAFE-000003	棉布	规格：大块	KG	清洁办公后勤	清洁工具	棉布	脱水保留	medium		棉布是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
SAFE-000012	白布	材质：纯棉；颜色：白色	KG	清洁办公后勤	清洁工具	白布	脱水保留	medium		白布是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：类型；规格；安全等级；认证标准。
SAFE-000043	钢丝球	类型：钢丝球	个	清洁办公后勤	清洁工具	钢丝球	脱水保留	high		钢丝球是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000005	扫把	材质：塑料	个	清洁办公后勤	清洁工具	扫把	脱水保留	high		扫把是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000006	扫把	材质/类型：高粱	把	清洁办公后勤	清洁工具	扫把	脱水保留	high		扫把是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000008	扫把	规格：未注明	个	清洁办公后勤	清洁工具	扫把	脱水保留	high		扫把是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质。
TOOL-000015	玻璃刮	类型：玻璃刮	支	清洁办公后勤	清洁工具	玻璃刮	脱水保留	high		玻璃刮是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000017	拖把	规格：大	个	清洁办公后勤	清洁工具	拖把	脱水保留	high		拖把是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000018	垃圾夹	类型：垃圾夹	个	清洁办公后勤	清洁工具	垃圾夹	脱水保留	high		垃圾夹是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000025	拖把	规格：大	支	清洁办公后勤	清洁工具	拖把	脱水保留	high		拖把是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；型号。
TOOL-000031	扫把	材质：高粱；规格：小	个	清洁办公后勤	清洁工具	扫把	脱水保留	high		扫把是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000046	高粱扫把	材质：高粱	支	清洁办公后勤	清洁工具	扫把	三级名称脱水	high	材质/类型：高粱	原名称含材质、结构、规格或功能属性，三级名称收敛为扫把，属性下压到规格。	可按治理结果导入；后续保持规格字段完整。
TOOL-000062	环卫夹	类型：环卫夹	个	清洁办公后勤	清洁工具	垃圾夹	三级名称修正	medium		按标准商品叫法统一为垃圾夹，原名称信息作为规格或别名线索保留。	采购/建档前确认缺失规格：规格；长度。
TOOL-000071	海绵拖把	特征：加长；材质：海绵	把	清洁办公后勤	清洁工具	拖把	三级名称脱水	high	材质/类型：海绵	原名称含材质、结构、规格或功能属性，三级名称收敛为拖把，属性下压到规格。	可按治理结果导入；后续保持规格字段完整。
TOOL-000073	垃圾桶	规格：大号	个	清洁办公后勤	清洁工具	垃圾桶	脱水保留	high		垃圾桶是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；容量。
TOOL-000085	扫把	材质：塑料	把	清洁办公后勤	清洁工具	扫把	脱水保留	high		扫把是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000097	厕所刷	用途：厕所清洁	把	清洁办公后勤	清洁工具	厕所刷	脱水保留	high		厕所刷是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000098	拖把	类型：拖把	支	清洁办公后勤	清洁工具	拖把	脱水保留	high		拖把是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；型号。
TOOL-000118	拖把	类型：拖把	个	清洁办公后勤	清洁工具	拖把	脱水保留	high		拖把是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000247	竹扫把	材质：竹；类型：扫把	把	清洁办公后勤	清洁工具	扫把	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为扫把，属性下压到规格。	采购/建档前确认缺失规格：规格。
TOOL-000249	高粱扫把	材质：高粱；类型：扫把	把	清洁办公后勤	清洁工具	扫把	三级名称脱水	high	材质/类型：高粱	原名称含材质、结构、规格或功能属性，三级名称收敛为扫把，属性下压到规格。	采购/建档前确认缺失规格：规格。
TOOL-000250	钢丝球	类型：钢丝球	个	清洁办公后勤	清洁工具	钢丝球	脱水保留	high		钢丝球是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质。
TOOL-000255	棉拖把	材质：棉；类型：拖把	只	清洁办公后勤	清洁工具	拖把	三级名称脱水	high	材质/类型：棉	原名称含材质、结构、规格或功能属性，三级名称收敛为拖把，属性下压到规格。	采购/建档前确认缺失规格：规格。
TOOL-000322	地毯刷	用途：地毯清洁	个	清洁办公后勤	清洁工具	地毯刷	脱水保留	medium		地毯刷是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；尺寸。
ADMIN-000001	热水壶	类型：热水壶	个	清洁办公后勤	生活后勤	热水壶	脱水保留	high		热水壶是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
ADMIN-000003	水壶	材质：不锈钢；容量：6.5升	个	清洁办公后勤	生活后勤	水壶	脱水保留	high		水壶是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
ADMIN-000009	塑料方凳	材质：塑料；规格：50CM；特征：加厚	个	清洁办公后勤	生活后勤	方凳	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为方凳，属性下压到规格。	可按治理结果导入；后续保持规格字段完整。
ADMIN-000012	床垫	类型：床垫	个	清洁办公后勤	生活后勤	床垫	脱水保留	high		床垫是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；尺寸。
ADMIN-000014	电视支架	适配尺寸：70寸	个	清洁办公后勤	生活后勤	电视支架	脱水保留	high		电视支架是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
ADMIN-000017	办公椅	类型：多功能办公椅	把	清洁办公后勤	生活后勤	办公椅	脱水保留	high		办公椅是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格；材质。
ADMIN-000023	办公桌	品类：办公桌	个	清洁办公后勤	生活后勤	办公桌	脱水保留	high		办公桌是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；尺寸。
ADMIN-000024	办公椅	品牌：得力；类型：多功能椅	个	清洁办公后勤	生活后勤	办公椅	脱水保留	high		办公椅是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；材质。
ADMIN-000033	电视支架	适配尺寸：待补；承重：待补	套	清洁办公后勤	生活后勤	电视支架	脱水保留	high		电视支架是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
ADMIN-000052	床垫	类型：床垫	床	清洁办公后勤	生活后勤	床垫	脱水保留	high		床垫是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；尺寸。
ADMIN-000053	牙膏	类型：牙膏	支	清洁办公后勤	生活后勤	牙膏	脱水保留	high		牙膏是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
ADMIN-000054	拖鞋	类型：拖鞋	双	清洁办公后勤	生活后勤	拖鞋	脱水保留	high		拖鞋是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质。
ADMIN-000064	折叠圆桌	直径：1.5米；结构：折叠；形状：圆形	张	清洁办公后勤	生活后勤	圆桌	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为圆桌，属性下压到规格。	采购/建档前确认缺失规格：材质。
ADMIN-000065	办公桌	材质：实木；尺寸：1.4米*0.6米	张	清洁办公后勤	生活后勤	办公桌	脱水保留	high		办公桌是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；规格。
MAT-000028	挂壁风扇	控制：遥控；安装：挂壁	台	清洁办公后勤	生活后勤	风扇	三级名称脱水	high	安装方式：挂壁	原名称含材质、结构、规格或功能属性，三级名称收敛为风扇，属性下压到规格。	采购/建档前确认缺失规格：品牌；尺寸；功率。
MAT-000033	蒸饭柜	品牌：荣事达；层数：8层；功能：智能	台	清洁办公后勤	生活后勤	蒸饭柜	脱水保留	high		蒸饭柜是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：容量；功率；电压。
MAT-000039	被子	类型：被子	个	清洁办公后勤	生活后勤	被子	脱水保留	high		被子是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
MAT-000040	枕头	类型：枕头	个	清洁办公后勤	生活后勤	枕头	脱水保留	high		枕头是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格；材质；尺寸。
MAT-000041	床品四件套	类型：四件套	套	清洁办公后勤	生活后勤	床品四件套	脱水保留	high		床品四件套是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；尺寸。
MAT-000056	变频空调	品牌：格力；匹数：3匹；类型：变频	台	清洁办公后勤	生活后勤	空调	三级名称脱水	high	功能：变频	原名称含材质、结构、规格或功能属性，三级名称收敛为空调，属性下压到规格。	采购/建档前确认缺失规格：型号。
MAT-000059	冰块	重量：50kg	个	清洁办公后勤	生活后勤	冰块	复核	low	用途：临时冷却/后勤消耗	暂按冰块归类；冰块属于消耗品，需确认是否按生活后勤临时冷却物资管理。	采购/建档前复核物料族和实物用途，并确认缺失规格：规格；型号。
MAT-000060	冰块	重量：50kg	块	清洁办公后勤	生活后勤	冰块	复核	low	用途：临时冷却/后勤消耗	暂按冰块归类；冰块属于消耗品，需确认是否按生活后勤临时冷却物资管理。	采购/建档前复核物料族和实物用途，并确认缺失规格：规格；型号。
MAT-000061	电热水壶	品牌：苏泊尔	个	清洁办公后勤	生活后勤	电热水壶	脱水保留	high		电热水壶是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：容量；功率。
MAT-000093	塑料方凳	材质：塑料；类型：方凳	个	清洁办公后勤	生活后勤	方凳	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为方凳，属性下压到规格。	采购/建档前确认缺失规格：尺寸；颜色。
MAT-000101	桶装水电动抽水器	用途：桶装水；驱动：电动	个	清洁办公后勤	生活后勤	桶装水抽水器	三级名称脱水	medium		原名称含材质、结构、规格或功能属性，三级名称收敛为桶装水抽水器，属性下压到规格。	采购/建档前确认缺失规格：型号。
MAT-000128	塑料凳	材质：塑料；特征：加厚	个	清洁办公后勤	生活后勤	凳子	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为凳子，属性下压到规格。	采购/建档前确认缺失规格：尺寸。
MAT-000140	棉被	类型：棉被	个	清洁办公后勤	生活后勤	被子	三级名称脱水	high	材质：棉	原名称含材质、结构、规格或功能属性，三级名称收敛为被子，属性下压到规格。	采购/建档前确认缺失规格：尺寸。
MAT-000156	空调	品牌：美的；匹数：大1.5匹；功能：冷暖	台	清洁办公后勤	生活后勤	空调	脱水保留	high		空调是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
MAT-000161	桶装水抽水器套装	品牌：子路；包含：抽水器+充电器	套	清洁办公后勤	生活后勤	桶装水抽水器	三级名称脱水	medium		原名称含材质、结构、规格或功能属性，三级名称收敛为桶装水抽水器，属性下压到规格。	采购/建档前确认缺失规格：型号；容量。
MAT-000176	床上四件套	材质：全棉；套件：四件套	套	清洁办公后勤	生活后勤	床品四件套	三级名称修正	high	用途：床上用品	按标准商品叫法统一为床品四件套，原名称信息作为规格或别名线索保留。	采购/建档前确认缺失规格：尺寸。
MAT-000177	蚕丝被	材质：蚕丝；类型：被子	件	清洁办公后勤	生活后勤	被子	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为被子，属性下压到规格。	采购/建档前确认缺失规格：尺寸。
MAT-000182	蚕丝被	材质：蚕丝；类型：被子	套	清洁办公后勤	生活后勤	被子	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为被子，属性下压到规格。	采购/建档前确认缺失规格：尺寸。
MAT-000183	漱口杯	类型：漱口杯	只	清洁办公后勤	生活后勤	漱口杯	脱水保留	high		漱口杯是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；容量。
MAT-000184	洗发露	品牌：海飞丝；类型：洗发露	瓶	清洁办公后勤	生活后勤	洗发露	脱水保留	high		洗发露是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：容量。
MAT-000185	沐浴露	类型：沐浴露	瓶	清洁办公后勤	生活后勤	沐浴露	脱水保留	high		沐浴露是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
MAT-000203	空调	品牌：格力；能效等级：1级	台	清洁办公后勤	生活后勤	空调	脱水保留	high		空调是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
MAT-000226	遮阳伞	类型：大遮阳伞；规格：2.2m	把	清洁办公后勤	生活后勤	遮阳伞	脱水保留	high		遮阳伞是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质。
MAT-000228	毛巾	材质：棉；类型：毛巾	条	清洁办公后勤	生活后勤	毛巾	脱水保留	high		毛巾是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
MAT-000229	空气净化器	品牌：小米；类型：空气净化器	台	清洁办公后勤	生活后勤	空气净化器	脱水保留	high		空气净化器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
MAT-000245	塑料凳	材质：塑料；特征：加厚	个	清洁办公后勤	生活后勤	凳子	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为凳子，属性下压到规格。	采购/建档前确认缺失规格：尺寸。
MAT-000247	实木方桌	材质：实木；类型：方桌	张	清洁办公后勤	生活后勤	方桌	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为方桌，属性下压到规格。	采购/建档前确认缺失规格：表面处理；尺寸。
METAL-000113	不锈钢漏斗	材质：316不锈钢；口径：18cm	只	清洁办公后勤	生活后勤	漏斗	复核	low	材质：不锈钢；品类：漏斗	暂按漏斗归类；漏斗跨生活后勤和工具/容器类边界，需确认管理口径。	采购/建档前复核物料族和实物用途，并确认缺失规格：直径；容量。
METAL-000125	双层床	材质：方钢；结构：卡扣式；类型：双层床	套	清洁办公后勤	生活后勤	双层床	脱水保留	high		双层床是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
TOOL-000258	牙刷	类型：牙刷	支	清洁办公后勤	生活后勤	牙刷	脱水保留	high		牙刷是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；规格。
CONST-000041	门板插销	材质：不锈钢；用途：门板；类型：插销	付	清洁办公后勤	门窗五金	插销	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为插销，属性下压到规格。	采购/建档前确认缺失规格：尺寸。
HW-LOCK-000001	门锁	用途：办公室门	个	清洁办公后勤	门窗五金	门锁	脱水保留	high		门锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；规格；锁体型号。
HW-LOCK-000002	挂锁	材质：不锈钢；规格：50	个	清洁办公后勤	门窗五金	挂锁	脱水保留	high		挂锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
HW-LOCK-000003	抽锁	材质：不锈钢；规格：5寸	个	清洁办公后勤	门窗五金	抽锁	脱水保留	high		抽锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
HW-LOCK-000004	挂锁	材质：不锈钢；规格：40	个	清洁办公后勤	门窗五金	挂锁	脱水保留	high		挂锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
HW-LOCK-000005	挂锁	材质：铜	个	清洁办公后勤	门窗五金	挂锁	脱水保留	high		挂锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格；尺寸。
HW-LOCK-000006	挂锁	材质：不锈钢；规格：40；品质：好	个	清洁办公后勤	门窗五金	挂锁	脱水保留	high		挂锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：用途；锁体型号。
HW-LOCK-000007	挂锁	材质：不锈钢；规格：40；品质：好；类型：通用	个	清洁办公后勤	门窗五金	挂锁	脱水保留	high		挂锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：用途；锁体型号。
HW-LOCK-000008	门锁	用途：大门	把	清洁办公后勤	门窗五金	门锁	脱水保留	high		门锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格。
HW-LOCK-000009	防盗门锁	材质：不锈钢；用途：防盗门	个	清洁办公后勤	门窗五金	门锁	三级名称脱水	high	适配对象：防盗门	原名称含材质、结构、规格或功能属性，三级名称收敛为门锁，属性下压到规格。	采购/建档前确认缺失规格：规格；开向。
HW-LOCK-000010	铜挂锁	材质：铜	把	清洁办公后勤	门窗五金	挂锁	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为挂锁，属性下压到规格。	采购/建档前确认缺失规格：规格；尺寸。
HW-LOCK-000011	挂锁	材质：铜；钥匙类型：通开	个	清洁办公后勤	门窗五金	挂锁	脱水保留	high		挂锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格。
HW-LOCK-000012	不锈钢挂锁	规格：40；材质：不锈钢；类型：通用挂锁	把	清洁办公后勤	门窗五金	挂锁	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为挂锁，属性下压到规格。	采购/建档前确认缺失规格：用途；锁体型号。
HW-LOCK-000013	不锈钢锁扣	材质：不锈钢；类型：锁扣	套	清洁办公后勤	门窗五金	锁扣	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为锁扣，属性下压到规格。	采购/建档前确认缺失规格：尺寸。
HW-LOCK-000014	不锈钢挂锁	材质：不锈钢；类型：挂锁	把	清洁办公后勤	门窗五金	挂锁	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为挂锁，属性下压到规格。	采购/建档前确认缺失规格：规格。
HW-LOCK-000015	锁扣	材质：不锈钢；用途：外门；类型：锁扣	套	清洁办公后勤	门窗五金	锁扣	脱水保留	high		锁扣是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
HW-LOCK-000016	门锁	材质：铝合金；适配对象：断桥铝门；类型：门锁	套	清洁办公后勤	门窗五金	门锁	脱水保留	high		门锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格。
HW-LOCK-000017	挂锁	材质：不锈钢；特性：防水；类型：通用挂锁	把	清洁办公后勤	门窗五金	挂锁	脱水保留	high		挂锁是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格；尺寸。
MAT-000002	窗帘架拉链	类型：拉链/配件	套	清洁办公后勤	门窗五金	窗帘拉链	复核	low	适配对象：窗帘架	暂按窗帘拉链归类；窗帘架拉链描述偏配件口径，需确认实物是否为窗帘拉链或轨道配件。	采购/建档前复核物料族和实物用途，并确认缺失规格：规格；长度。
MAT-000064	窗帘支架	用途：窗帘	套	清洁办公后勤	门窗五金	窗帘支架	脱水保留	high		窗帘支架是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：长度。
MAT-000115	闭门器	品类：闭门器	个	清洁办公后勤	门窗五金	闭门器	脱水保留	high		闭门器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
MAT-000202	插销	规格：300；类型：插销	套	清洁办公后勤	门窗五金	插销	脱水保留	high		插销是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质。
METAL-000001	不锈钢合页	材质：不锈钢；规格：4寸	套	清洁办公后勤	门窗五金	合页	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为合页，属性下压到规格。	可按治理结果导入；后续保持规格字段完整。
METAL-000006	不锈钢锁扣	材质：不锈钢	个	清洁办公后勤	门窗五金	锁扣	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为锁扣，属性下压到规格。	采购/建档前确认缺失规格：规格。
METAL-000008	不锈钢合页	材质：不锈钢；规格：6寸	付	清洁办公后勤	门窗五金	合页	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为合页，属性下压到规格。	可按治理结果导入；后续保持规格字段完整。
METAL-000009	不锈钢合页	材质：不锈钢；规格：5寸	付	清洁办公后勤	门窗五金	合页	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为合页，属性下压到规格。	可按治理结果导入；后续保持规格字段完整。
