merged_item_code,standard_name,canonical_group_path,specs,unit,source_count,source_candidate_count,alias_names,source_rows,governance_grade,governance_status,issue_type,missing_specs,governance_reason,next_action,matched_rule_key,matched_rule_label,rule_source,override_source,has_blocking_conflict,has_alias_conflict,has_unit_conflict,has_low_precision,needs_human_review,note_has_open_question,related_conflict_types,resolution_issue_types,original_composition_bucket,merge_confidence,merge_reason
REVIEW-MAT-00090,PPR异径直接,工程建材/水暖建材/水暖五金,规格: 32*25；类型: 大小头/异径,个,1,1,PPR32*25大小头,Sheet1:146,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00096,PPR三通,工程建材/水暖建材/水暖五金,规格: 25；类型: 三通,个,1,1,25PPR三通,Sheet1:152,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-00097,PPR内牙弯头,工程建材/水暖建材/水暖五金,规格: PPR25*4分；连接: 内牙；类型: 弯头,个,1,1,PPR25*4内牙弯头,Sheet1:153,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00116,玻璃刮,行政办公与清洁/清洁用品/清洁工具耗材,类型: 玻璃刮,支,1,1,玻璃刮,Sheet1:189,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00131,不锈钢内接,工程建材/水暖建材/水暖五金,规格: 4分；材质: 不锈钢；连接: 内接,个,1,1,4分不锈钢内接,Sheet1:231,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00132,不锈钢外接,工程建材/水暖建材/水暖五金,规格: 4分；材质: 不锈钢；连接: 外接,个,1,1,4分不锈钢外接,Sheet1:232,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00133,不锈钢三通,工程建材/水暖建材/水暖五金,规格: 4分；材质: 不锈钢；类型: 三通,个,1,1,4分不锈钢三通,Sheet1:233,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00153,垃圾夹,行政办公与清洁/清洁用品/清洁工具耗材,类型: 垃圾夹,个,1,1,垃圾夹,Sheet1:271,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00162,电焊快速接头,焊接焊割/焊割设备工具/焊机割炬,规格: 35-50,套,1,1,35-50电焊快速接头,Sheet1:293,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,welding,焊接焊割,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00168,除胶剂,化工油漆胶粘/油品化学品/清洗化学品,品牌: 得力；容量: 500ML,支,1,1,得力500ML除胶剂,Sheet1:302,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00170,变压USB插座,电气与自动化/插头插座/插头插座,品牌: 公牛；输入: 220V；输出: 36V；功能: USB,套,1,1,公牛220V转36VUSB插座,Sheet1:304,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,electrical,电气与自动化,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00211,不锈钢名牌,设备备件与加工件/金属加工件/金属加工件,定制: 是；材质: 不锈钢；规格: 120*60,个,1,1,定做不锈钢名牌120*60,Sheet1:373,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00212,不锈钢名牌,设备备件与加工件/金属加工件/金属加工件,定制: 是；材质: 不锈钢；规格: 100*80,个,1,1,定做不锈钢名牌100*80,Sheet1:374,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00213,不锈钢名牌,设备备件与加工件/金属加工件/金属加工件,定制: 是；材质: 不锈钢；规格: 30*60,个,1,1,定做不锈钢名牌30*60,Sheet1:375,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00217,喷漆,化工油漆胶粘/油漆涂料/涂料油漆,品牌: 三和；颜色: 黄色,支,1,1,三和黄色喷漆,Sheet1:381,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00218,喷漆,化工油漆胶粘/油漆涂料/涂料油漆,品牌: 三和；颜色: 天蓝色,支,1,1,三和天蓝色喷漆,Sheet1:382,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00229,乳胶手套,劳保用品/手部防护/手套,材质: 乳胶；特征: 加厚,双,1,1,加厚乳胶手套,Sheet1:401,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,safety,安防劳保,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00288,自封袋,包装与标识/袋箱膜包装/袋箱膜,规格: 10#,个,1,1,10#自封袋,Sheet1:492,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,default,默认规则,default,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00715,PPR管卡,工程建材/水暖建材/水暖五金,品牌: 公元；规格: 25；类型: 卡扣/管卡,个,1,1,公元ppr25卡扣,Sheet1:1312,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00871,开口/梅花扳手,工具器具/手动工具/通用手动工具,规格: 42号,支,1,1,42号扳手,Sheet1:1542,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,tool,工具器具,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00872,开口/梅花扳手,工具器具/手动工具/通用手动工具,规格: 12号,支,1,1,12号扳手,Sheet1:1543,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,tool,工具器具,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00873,开口/梅花扳手,工具器具/手动工具/通用手动工具,规格: 19号,支,1,1,19号扳手,Sheet1:1544,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,tool,工具器具,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00897,传动皮带,设备备件与加工件/传动轴承/传动轴承,型号: BLI1753,条,1,1,Bli1753皮带,Sheet1:1576,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00929,电磁阀,液压气动/气动元件/接头阀管,型号: 4M210L-8,个,1,1,4M210L-8电磁阀,Sheet1:1624,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,default,默认规则,default,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00942,固定扳手,工具器具/手动工具/通用手动工具,品牌: 世达；规格: 24号,个,1,1,24世达固定扳手,Sheet1:1638,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,tool,工具器具,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00954,气动阀,液压气动/气动元件/接头阀管,型号: APL-210V,个,1,1,APL-210V气动阀,Sheet1:1658,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,default,默认规则,default,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00963,扳手,工具器具/手动工具/通用手动工具,品牌: 世达；规格: 13号,个,1,1,13号世达扳手,Sheet1:1670,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,tool,工具器具,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00973,垫片,紧固件/螺纹紧固件/螺母垫圈,规格: M10,个,1,1,M10垫片,Sheet1:1682,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,fastener,紧固件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00998,铜头铝合金夹,液压气动/液压管路/高压胶管,规格: 80；组成: 铜头、铝合金夹,个,1,1,80铜头铝合金夹,Sheet1:1715,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,default,默认规则,default,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-01012,传动皮带,设备备件与加工件/传动轴承/传动轴承,型号: XPL2800,个,1,1,XPL2800皮带,Sheet1:1729,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-01013,传动皮带,设备备件与加工件/传动轴承/传动轴承,型号: XPL2650,个,1,1,XPL2650皮带,Sheet1:1730,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-01177,机油,化工油漆胶粘/油品化学品/润滑油脂,品牌: 道达尔；牌号: 46#；包装: 20L,桶,1,1,道达尔46#机油20升,Sheet1:1962,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-01243,传动皮带,设备备件与加工件/传动轴承/传动轴承,型号: 1041,支,1,1,皮带1041,Sheet1:2055,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-01261,垫片,紧固件/螺纹紧固件/螺母垫圈,规格: M27,个,1,1,M27垫片,Sheet1:2077,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,fastener,紧固件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-01412,垫片,紧固件/螺纹紧固件/螺母垫圈,规格: M30,个,2,1,30垫片,Sheet1:2297；Sheet1:2303,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,fastener,紧固件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-01471,不锈钢骑马卡,设备备件与加工件/金属加工件/金属加工件,定制: 是；规格: 36；材质: 不锈钢；厚度/螺纹: 36*2.0,个,1,1,订制36不锈钢骑马卡36*2.0,Sheet1:2374,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-01703,漆刷,工具器具/涂装工具/刷辊喷涂,规格: 3寸；用途: 涂漆,把,1,1,漆刷3寸,Sheet1:2724,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,tool,工具器具,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-02296,塑壳断路器,电气与自动化/低压电器/断路器,品牌: 常熟；型号: CM3E-630-3300,个,1,1,常熟断路器CM3E-630-3300,Sheet1:3568,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,electrical,电气与自动化,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
