current_top_category	current_material_family	sku_count	target_top_category	target_second_layer_family	decision	confidence	manual_judgment	next_action	examples
清洁办公后勤	洗洁精	4	清洁办公后勤	清洁用品	合并	高	洗洁精是后勤清洁消耗品，符合清洁用品的容量和类型管理口径。	合并到清洁用品，第三层保留洗洁精并维护容量、包装、用途。	SAFE-000045 洗洁精 类型：洗洁精；CHEM-000078 洗洁精 包装：4kg；ADMIN-000051 洗洁精 包装：3KG；ADMIN-000060 洗洁精 包装：2KG
清洁办公后勤	竹扫把	4	清洁办公后勤	清洁工具	合并	高	竹扫把是扫把的材质型变体，应作为清洁工具下三级名称。	合并到清洁工具，第三层保留竹扫把并维护材质和规格。	ADMIN-000035 竹扫把 规格：大号；材质：竹；ADMIN-000042 竹扫把 规格：大；材质：竹；TOOL-000247 竹扫把 材质：竹；类型：扫把；ADMIN-000071 竹扫把 材质：竹；规格：大
清洁办公后勤	闭门器	3	清洁办公后勤	门窗五金	合并	高	闭门器安装在门体上控制闭合，属于门窗五金而非普通设备备件。	合并到门窗五金，第三层保留闭门器并维护规格、适配门重。	SPARE-000006 闭门器 规格：大；SPARE-000043 闭门器 规格：大号；MAT-000115 闭门器 品类：闭门器
清洁办公后勤	抹布	3	清洁办公后勤	清洁工具	合并	高	抹布用于擦拭清洁，目标清洁工具已包含抹布。	合并到清洁工具，第三层保留抹布并维护材质、尺寸、颜色。	ADMIN-000030 抹布 品类：抹布；ADMIN-000043 抹布 形态：大块；颜色：白色；ADMIN-000049 抹布 类型：抹布
清洁办公后勤	锁扣	3	清洁办公后勤	门窗五金	合并	高	锁扣与门锁、挂锁配套使用，安装对象是门窗或外门五金。	合并到门窗五金，第三层保留锁扣并维护材质、规格、适配对象。	METAL-000006 不锈钢锁扣 材质：不锈钢；HW-LOCK-000013 不锈钢锁扣 材质：不锈钢；类型：锁扣；HW-LOCK-000015 锁扣 材质：不锈钢；用途：外门；类型：锁扣
清洁办公后勤	办公椅	2	清洁办公后勤	生活后勤	合并	中	办公椅属于办公生活后勤家具，目标生活后勤已覆盖桌椅类物品。	合并到生活后勤，第三层保留办公椅并维护材质、尺寸、承重。	ADMIN-000017 办公椅 类型：多功能办公椅；ADMIN-000024 办公椅 品牌：得力；类型：多功能椅
清洁办公后勤	办公桌	2	清洁办公后勤	生活后勤	合并	中	办公桌属于办公家具，目标表未单列办公家具，可由生活后勤承接。	合并到生活后勤，第三层保留办公桌并维护尺寸、材质、结构。	ADMIN-000023 办公桌 品类：办公桌；ADMIN-000065 办公桌 材质：实木；尺寸：1.4米*0.6米
清洁办公后勤	冰块	2	清洁办公后勤	生活后勤	复核	低	冰块是临时生活或降温消耗品，不属于清洁工具、文具或五金，现有目标族只能由生活后勤暂接。	暂归生活后勤，建议采购场景复核是否需新增餐饮后勤或临时消耗品族。	MAT-000059 冰块 重量：50kg；MAT-000060 冰块 重量：50kg
清洁办公后勤	蚕丝被	2	清洁办公后勤	生活后勤	合并	高	蚕丝被是住宿生活后勤用品，材质不应成为二级族。	合并到生活后勤，第三层保留被子类名称并维护材质和规格。	MAT-000177 蚕丝被 材质：蚕丝；类型：被子；MAT-000182 蚕丝被 材质：蚕丝；类型：被子
清洁办公后勤	床垫	2	清洁办公后勤	生活后勤	合并	高	床垫是宿舍或休息区生活后勤物品，目标生活后勤已包含床垫。	合并到生活后勤，第三层保留床垫并维护尺寸、厚度、材质。	ADMIN-000012 床垫 类型：床垫；ADMIN-000052 床垫 类型：床垫
清洁办公后勤	电视支架	2	清洁办公后勤	生活后勤	合并	中	电视支架是办公生活设施配件，目标生活后勤示例已包含电视支架。	合并到生活后勤，第三层保留电视支架并维护适配尺寸和承重。	ADMIN-000014 电视支架 适配尺寸：70寸；ADMIN-000033 电视支架 适配尺寸：待补；承重：待补 安装方式:待补
清洁办公后勤	钢丝球	2	清洁办公后勤	清洁工具	合并	高	钢丝球是擦洗类清洁耗材，使用场景属于清洁工具和清洁辅具。	合并到清洁工具，第三层保留钢丝球并维护材质、包装数量。	SAFE-000043 钢丝球 类型：钢丝球；TOOL-000250 钢丝球 类型：钢丝球
清洁办公后勤	高粱扫把	2	清洁办公后勤	清洁工具	合并	高	高粱扫把是扫把的材质型变体，不应单独作为二级族。	合并到清洁工具，第三层保留高粱扫把并维护材质、规格。	TOOL-000046 高粱扫把 材质：高粱；TOOL-000249 高粱扫把 材质：高粱；类型：扫把
清洁办公后勤	空调	2	清洁办公后勤	生活后勤	复核	中	空调是办公生活设施设备，现有目标族没有办公电器，生活后勤只能暂时承接。	暂归生活后勤，建议复核是否新增办公设备或后勤电器二级族。	MAT-000156 空调 品牌：美的；匹数：大1.5匹；功能：冷暖；MAT-000203 空调 品牌：格力；能效等级：1级
清洁办公后勤	棉布	2	清洁办公后勤	清洁工具	合并	中	棉布多作为擦拭布或清洁布使用，和抹布、白布的治理口径一致。	合并到清洁工具，第三层保留棉布并维护材质、尺寸、用途。	SAFE-000003 棉布 规格：大块；ADMIN-000026 棉布 形态：大块
清洁办公后勤	喷壶	2	清洁办公后勤	清洁工具	合并	中	喷壶用于清洁或后勤喷洒，属于可复用清洁辅助工具。	合并到清洁工具，第三层保留喷壶并维护容量、材质、用途。	ADMIN-000044 喷壶 品类：喷壶；ADMIN-000045 喷壶 容量：2L
清洁办公后勤	鼠标	2	清洁办公后勤	办公设备	复核	低	鼠标是办公外设，不是文具、清洁或生活家具；目标表缺少办公设备族。	建议新增清洁办公后勤下办公设备二级族，采购前复核是否纳入 IT/办公设备口径。	ADMIN-000018 鼠标 品牌：小米；类型：鼠标；ADMIN-000019 鼠标 类型：无线鼠标
清洁办公后勤	塑料凳	2	清洁办公后勤	生活后勤	合并	高	塑料凳是生活后勤坐具，材质是属性而不是二级族。	合并到生活后勤，第三层保留塑料凳并维护尺寸、承重、材质。	MAT-000128 塑料凳 材质：塑料；特征：加厚；MAT-000245 塑料凳 材质：塑料；特征：加厚
清洁办公后勤	塑料方凳	2	清洁办公后勤	生活后勤	合并	高	塑料方凳是凳子类生活后勤物品，和塑料凳应统一口径。	合并到生活后勤，第三层保留塑料方凳并维护尺寸、承重、材质。	ADMIN-000009 塑料方凳 材质：塑料；规格：50CM；特征：加厚；MAT-000093 塑料方凳 材质：塑料；类型：方凳
清洁办公后勤	白布	1	清洁办公后勤	清洁工具	合并	中	白布在当前后勤清洁耗材中更接近擦拭布，适合并入清洁工具。	合并到清洁工具，第三层保留白布并维护材质、尺寸、用途。	SAFE-000012 白布 材质：纯棉；颜色：白色
清洁办公后勤	被子	1	清洁办公后勤	生活后勤	合并	高	被子是宿舍或休息区生活后勤用品。	合并到生活后勤，第三层保留被子并维护材质、尺寸、季节。	MAT-000039 被子 类型：被子
清洁办公后勤	变频空调	1	清洁办公后勤	生活后勤	复核	中	变频空调是空调设备的型号特征，不应独立成族；但现有目标缺办公电器。	暂归生活后勤，建议后续统一复核空调类是否新增办公设备族。	MAT-000056 变频空调 品牌：格力；匹数：3匹；类型：变频
清洁办公后勤	玻璃刮	1	清洁办公后勤	清洁工具	合并	高	玻璃刮用于窗面清洁，属于清洁工具。	合并到清洁工具，第三层保留玻璃刮并维护规格、材质、用途。	TOOL-000015 玻璃刮 类型：玻璃刮
清洁办公后勤	不锈钢漏斗	1	清洁办公后勤	生活后勤	复核	低	不锈钢漏斗是容器辅助件，当前样例无法判断是食堂、实验还是生产加料用途。	暂归生活后勤，采购前确认使用场景；如为生产容器配件需移出。	METAL-000113 不锈钢漏斗 材质：316不锈钢；口径：18cm
清洁办公后勤	不锈钢烟灰桶	1	清洁办公后勤	清洁工具	合并	中	烟灰桶用于公共区域清洁收纳，材质是属性，管理上接近垃圾桶。	合并到清洁工具，第三层保留烟灰桶并维护材质、容量、场景。	METAL-000138 不锈钢烟灰桶 材质：304不锈钢；类型：烟灰桶
清洁办公后勤	厕所刷	1	清洁办公后勤	清洁工具	合并	高	厕所刷是卫生间清洁工具，符合清洁工具定义。	合并到清洁工具，第三层保留厕所刷并维护规格、材质。	TOOL-000097 厕所刷 用途：厕所清洁
清洁办公后勤	抽锁	1	清洁办公后勤	门窗五金	合并	高	抽锁是锁具变体，属于门窗五金而非单独二级族。	合并到门窗五金，第三层保留抽锁并维护材质、寸数。	HW-LOCK-000003 抽锁 材质：不锈钢；规格：5寸
清洁办公后勤	除甲醛机	1	清洁办公后勤	办公设备	复核	低	除甲醛机是办公环境设备，不属于清洁工具的人工器具口径；目标表缺办公设备族。	建议新增办公设备候选族，或由业务确认是否纳入生活后勤电器。	ADMIN-000021 除甲醛机 用途：办公室；功能：除甲醛
清洁办公后勤	窗帘架拉链	1	清洁办公后勤	门窗五金	复核	中	窗帘架拉链是窗帘安装配件，和门窗五金场景接近但名称较长尾。	暂归门窗五金，第三层保留窗帘配件；采购前确认是否为窗帘轨道配件。	MAT-000002 窗帘架拉链 类型：拉链/配件
清洁办公后勤	窗帘支架	1	清洁办公后勤	门窗五金	合并	中	窗帘支架安装在窗边，属于门窗附属五金配件。	合并到门窗五金，第三层保留窗帘支架并维护尺寸、材质。	MAT-000064 窗帘支架 用途：窗帘
清洁办公后勤	床品四件套	1	清洁办公后勤	生活后勤	合并	高	床品四件套是住宿生活后勤用品，套件信息应作为三级名称或规格。	合并到生活后勤，第三层保留床品四件套并维护材质和尺寸。	MAT-000041 床品四件套 类型：四件套
清洁办公后勤	床上四件套	1	清洁办公后勤	生活后勤	合并	高	床上四件套与床品四件套同口径，属于生活后勤床品。	合并到生活后勤，第三层统一床品四件套口径。	MAT-000176 床上四件套 材质：全棉；套件：四件套
清洁办公后勤	地毯刷	1	清洁办公后勤	清洁工具	合并	高	地毯刷是特定场景清洁刷具，属于清洁工具。	合并到清洁工具，第三层保留地毯刷并维护用途和规格。	TOOL-000322 地毯刷 用途：地毯清洁
清洁办公后勤	电热水壶	1	清洁办公后勤	生活后勤	合并	中	电热水壶是办公生活小电器，现有目标生活后勤可承接。	合并到生活后勤，第三层保留电热水壶并维护容量、功率、品牌。	MAT-000061 电热水壶 品牌：苏泊尔
清洁办公后勤	多功能打印机	1	清洁办公后勤	办公设备	复核	中	多功能打印机是办公设备，不是办公文具；目标表缺少办公设备二级族。	建议新增办公设备候选族，或由业务确认是否单独纳入 IT 设备。	ADMIN-000022 多功能打印机 品牌：惠普；类型：多功能
清洁办公后勤	复合吸油棉	1	清洁办公后勤	清洁工具	合并	高	复合吸油棉是吸油棉的材质或结构变体，目标清洁工具已覆盖吸油棉。	合并到清洁工具，第三层统一到吸油棉或复合吸油棉。	ADMIN-000062 复合吸油棉 材质/类型：复合；尺寸：400*500*5
清洁办公后勤	挂壁风扇	1	清洁办公后勤	生活后勤	合并	中	挂壁风扇是办公生活通风电器，适合生活后勤暂接。	合并到生活后勤，第三层保留挂壁风扇并维护安装方式、功率、规格。	MAT-000028 挂壁风扇 控制：遥控；安装：挂壁
清洁办公后勤	海绵拖把	1	清洁办公后勤	清洁工具	合并	高	海绵拖把是拖把的材质型变体，应归清洁工具。	合并到清洁工具，第三层保留海绵拖把并维护规格。	TOOL-000071 海绵拖把 特征：加长；材质：海绵
清洁办公后勤	环卫夹	1	清洁办公后勤	清洁工具	合并	高	环卫夹用于拾取垃圾和清洁作业，属于清洁工具。	合并到清洁工具，第三层保留环卫夹并维护长度、材质。	TOOL-000062 环卫夹 类型：环卫夹
清洁办公后勤	加厚货架	1	清洁办公后勤	仓储用品	复核	低	加厚货架是仓储设施，不属于生活后勤、清洁或文具；目标表缺仓储用品族。	建议新增仓储用品候选族，或复核是否应移入设备设施类。	MAT-000204 加厚货架 特征：加厚；尺寸：2m*2m*0.6m
清洁办公后勤	洁厕剂	1	清洁办公后勤	清洁用品	合并	高	洁厕剂是厕所清洁化学消耗品，符合清洁用品口径。	合并到清洁用品，第三层保留洁厕剂并维护容量、类型、安全要求。	SAFE-000044 洁厕剂 类型：洁厕灵
清洁办公后勤	洁厕灵	1	清洁办公后勤	清洁用品	合并	高	洁厕灵与洁厕剂同类，是卫生间清洁消耗品。	合并到清洁用品，第三层统一洁厕剂或保留洁厕灵别名。	ADMIN-000002 洁厕灵 类型：洁厕清洁剂
清洁办公后勤	空气净化器	1	清洁办公后勤	生活后勤	复核	中	空气净化器是办公生活环境电器，和清洁工具有边界但可由生活后勤暂接。	暂归生活后勤，建议与空调、除甲醛机统一复核办公设备族。	MAT-000229 空气净化器 品牌：小米；类型：空气净化器
清洁办公后勤	垃圾夹	1	清洁办公后勤	清洁工具	合并	高	垃圾夹用于拾捡垃圾，属于清洁工具。	合并到清洁工具，第三层保留垃圾夹并维护长度、材质。	TOOL-000018 垃圾夹 类型：垃圾夹
清洁办公后勤	毛巾	1	清洁办公后勤	生活后勤	合并	中	毛巾在样例中为生活用品，不是明确工业擦拭布，适合生活后勤。	合并到生活后勤，采购时区分生活毛巾与清洁抹布。	MAT-000228 毛巾 材质：棉；类型：毛巾
清洁办公后勤	门吸	1	清洁办公后勤	门窗五金	合并	高	门吸安装在门体或墙面上固定门扇，属于门窗五金。	合并到门窗五金，第三层保留门吸并维护材质、安装方式。	METAL-000129 门吸 材质：304不锈钢；类型：门柱吸/门吸
清洁办公后勤	棉被	1	清洁办公后勤	生活后勤	合并	高	棉被是住宿生活后勤用品，材质应进入规格。	合并到生活后勤，第三层保留棉被并维护尺寸、重量、材质。	MAT-000140 棉被 类型：棉被
清洁办公后勤	棉签	1	清洁办公后勤	清洁用品	复核	低	棉签可能是卫生用品、清洁小耗材或医用耗材，当前信息不足。	暂归清洁用品，采购前确认是否应移入急救用品或生活后勤。	SAFE-000019 棉签 类型：棉签
清洁办公后勤	棉拖把	1	清洁办公后勤	清洁工具	合并	高	棉拖把是拖把材质变体，属于清洁工具。	合并到清洁工具，第三层保留棉拖把并维护材质、规格。	TOOL-000255 棉拖把 材质：棉；类型：拖把
清洁办公后勤	木屑	1	清洁办公后勤	清洁用品	复核	低	木屑可能用于吸附、垫料或包装填充，当前清洁耗材来源不足以确定。	暂归清洁用品，采购前复核用途；如为包装填充需移到包装覆盖周转。	MAT-000120 木屑 品类：木屑
清洁办公后勤	沐浴露	1	清洁办公后勤	生活后勤	合并	高	沐浴露是员工生活洗护用品，不是清洁剂或工业化学品。	合并到生活后勤，第三层保留沐浴露并维护容量、品牌。	MAT-000185 沐浴露 类型：沐浴露
清洁办公后勤	铅笔	1	清洁办公后勤	办公文具	合并	高	铅笔是办公书写文具，符合办公文具定义。	合并到办公文具，第三层保留铅笔并维护型号、包装数量。	ADMIN-000061 铅笔 规格：2B
清洁办公后勤	热水壶	1	清洁办公后勤	生活后勤	合并	中	热水壶是办公生活用具，适合生活后勤承接。	合并到生活后勤，第三层保留热水壶并维护容量、材质。	ADMIN-000001 热水壶 类型：热水壶
清洁办公后勤	软玻璃门帘	1	建筑材料	装饰装修材料	移出	中	软玻璃门帘是门口安装装饰或隔断材料，不是普通生活后勤用品。	移出到建筑材料的装饰装修材料，第三层保留软玻璃门帘。	MAT-000233 软玻璃门帘 结构：磁吸式；颜色：透明；尺寸：2.55m*1.46m；厚度：3mm
清洁办公后勤	扫斗	1	清洁办公后勤	清洁工具	合并	高	扫斗与扫把配套用于清扫收集，属于清洁工具。	合并到清洁工具，第三层保留扫斗并维护规格、材质。	ADMIN-000038 扫斗 规格：待补
清洁办公后勤	设备维修保养记录本	1	清洁办公后勤	办公文具	合并	中	记录本属于办公记录类文具，具体用途不应独立成二级族。	合并到办公文具，第三层保留记录本并维护用途、规格。	ADMIN-000070 设备维修保养记录本 用途：设备维修保养记录
清洁办公后勤	实木方桌	1	清洁办公后勤	生活后勤	合并	高	实木方桌是办公或生活家具，材质与形状进入规格。	合并到生活后勤，第三层保留方桌并维护材质、尺寸。	MAT-000247 实木方桌 材质：实木；类型：方桌
清洁办公后勤	手持吸尘器	1	清洁办公后勤	清洁工具	合并	中	手持吸尘器用于清洁作业，虽是电器但用途明确属于清洁工具。	合并到清洁工具，第三层保留吸尘器并维护功率、品牌、类型。	ADMIN-000066 手持吸尘器 品牌：小米；类型：手持 特征:大功率
清洁办公后勤	漱口杯	1	清洁办公后勤	生活后勤	合并	高	漱口杯是员工生活用品，属于生活后勤。	合并到生活后勤，第三层保留漱口杯并维护材质、容量。	MAT-000183 漱口杯 类型：漱口杯
清洁办公后勤	双层床	1	清洁办公后勤	生活后勤	合并	高	双层床是宿舍家具，属于生活后勤而非金属材料。	合并到生活后勤，第三层保留双层床并维护材质、尺寸、结构。	METAL-000125 双层床 材质：方钢；结构：卡扣式；类型：双层床
清洁办公后勤	水壶	1	清洁办公后勤	生活后勤	合并	高	水壶是办公生活用具，不属于容器周转箱的生产周转口径。	合并到生活后勤，第三层保留水壶并维护材质、容量。	ADMIN-000003 水壶 材质：不锈钢；容量：6.5升
清洁办公后勤	塑料扫把	1	清洁办公后勤	清洁工具	合并	高	塑料扫把是扫把材质变体，属于清洁工具。	合并到清洁工具，第三层保留塑料扫把并维护材质、规格。	ADMIN-000072 塑料扫把 材质：塑料
清洁办公后勤	桶装水抽水器套装	1	清洁办公后勤	生活后勤	合并	中	桶装水抽水器套装是饮水后勤用品，适合生活后勤承接。	合并到生活后勤，第三层保留桶装水抽水器套装并维护配置。	MAT-000161 桶装水抽水器套装 品牌：子路；包含：抽水器+充电器
清洁办公后勤	桶装水电动抽水器	1	清洁办公后勤	生活后勤	合并	中	桶装水电动抽水器是饮水后勤小电器，不应按工具或泵类治理。	合并到生活后勤，第三层保留桶装水抽水器并维护驱动方式。	MAT-000101 桶装水电动抽水器 用途：桶装水；驱动：电动
清洁办公后勤	拖鞋	1	清洁办公后勤	生活后勤	合并	中	拖鞋是普通生活用品，目标足部防护明确排除普通拖鞋。	保留在清洁办公后勤生活后勤，第三层保留拖鞋并维护尺码。	ADMIN-000054 拖鞋 类型：拖鞋
清洁办公后勤	洗发露	1	清洁办公后勤	生活后勤	合并	高	洗发露是员工生活洗护用品，属于生活后勤。	合并到生活后勤，第三层保留洗发露并维护品牌、容量。	MAT-000184 洗发露 品牌：海飞丝；类型：洗发露
清洁办公后勤	牙膏	1	清洁办公后勤	生活后勤	合并	高	牙膏是员工生活洗护用品，属于生活后勤。	合并到生活后勤，第三层保留牙膏并维护规格、品牌。	ADMIN-000053 牙膏 类型：牙膏
清洁办公后勤	牙刷	1	清洁办公后勤	生活后勤	合并	高	牙刷是员工生活用品，不属于清洁工具。	合并到生活后勤，第三层保留牙刷并维护规格、包装。	TOOL-000258 牙刷 类型：牙刷
清洁办公后勤	烟灰桶	1	清洁办公后勤	清洁工具	合并	中	烟灰桶用于公共区域烟蒂收集，管理口径接近垃圾桶。	合并到清洁工具，第三层保留烟灰桶并维护材质、容量。	ADMIN-000048 烟灰桶 材质：不锈钢；类型：烟灰桶
清洁办公后勤	油漆笔	1	清洁办公后勤	办公文具	复核	低	油漆笔可能是工业标识笔，目标办公文具对工业油漆笔有排除提示，需按用途确认。	暂归办公文具，采购前确认是否工业标识用途；必要时移入工具耗材或化工标识用品。	CHEM-000056 油漆笔 品类：油漆笔
清洁办公后勤	油性记号笔	1	清洁办公后勤	办公文具	合并	高	油性记号笔是记号笔类型，属于办公文具。	合并到办公文具，第三层统一记号笔并维护油性、颜色。	ADMIN-000057 油性记号笔 颜色：红色；类型：油性
清洁办公后勤	圆珠笔	1	清洁办公后勤	办公文具	合并	高	圆珠笔是办公书写文具，符合办公文具定义。	合并到办公文具，第三层保留圆珠笔并维护颜色、包装。	TOOL-000338 圆珠笔 类型：圆珠笔
清洁办公后勤	遮阳伞	1	清洁办公后勤	生活后勤	合并	中	遮阳伞是后勤生活或场地遮阳用品，不属于劳保安全防护。	合并到生活后勤，第三层保留遮阳伞并维护尺寸、材质。	MAT-000226 遮阳伞 类型：大遮阳伞；规格：2.2m
清洁办公后勤	折叠圆桌	1	清洁办公后勤	生活后勤	合并	高	折叠圆桌是家具类生活后勤物品，结构和形状进入规格。	合并到生活后勤，第三层保留折叠圆桌并维护尺寸、材质。	ADMIN-000064 折叠圆桌 直径：1.5米；结构：折叠；形状：圆形
清洁办公后勤	枕头	1	清洁办公后勤	生活后勤	合并	高	枕头是住宿生活后勤用品。	合并到生活后勤，第三层保留枕头并维护尺寸、材质。	MAT-000040 枕头 类型：枕头
清洁办公后勤	蒸饭柜	1	清洁办公后勤	生活后勤	复核	中	蒸饭柜是食堂或生活后勤设备，现有目标没有厨房设备族，生活后勤暂接。	暂归生活后勤，建议复核是否新增厨房后勤设备族。	MAT-000033 蒸饭柜 品牌：荣事达；层数：8层；功能：智能
清洁办公后勤	中性笔	1	清洁办公后勤	办公文具	合并	高	中性笔是办公书写文具，符合办公文具定义。	合并到办公文具，第三层保留中性笔并维护颜色、规格。	TOOL-000317 中性笔 类型：中性笔
劳保防护	手套	23	劳保防护	手套	保留	高	当前族均为帆布、乳胶、牛筋等手部防护手套，符合目标手套族。	保留手套二级族，第三层按材质和防护用途拆分。	SAFE-000001 帆布手套 类型：双重/双层帆布；SAFE-000005 帆布手套 材质：帆布；特征：加厚、双层；SAFE-000006 乳胶手套 材质：乳胶；特征：加厚；SAFE-000007 牛筋手套 材质/类型：牛筋；特征：加厚
劳保防护	安全绳	6	劳保防护	安全带/安全绳	合并	高	安全绳是坠落防护用品，和安全带同属高处防护目标族。	合并到安全带/安全绳，第三层保留安全绳并维护直径、长度、挂钩。	SAFE-000026 安全绳 类型：五点式；挂钩：双钩；SAFE-000101 安全绳 直径：Φ14；SAFE-000129 安全绳 直径：Φ16；SAFE-000138 安全绳 直径：Φ8
劳保防护	防护眼镜	6	劳保防护	眼面防护	合并	高	防护眼镜用于眼部防护，目标眼面防护已覆盖眼镜类。	合并到眼面防护，第三层保留防护眼镜并维护防护类型、镜片颜色。	SAFE-000002 防护眼镜 用途：打磨；SAFE-000008 防护眼镜 颜色：透明；SAFE-000018 平光防护眼镜 类型：平镜/平光；SAFE-000068 平光防护眼镜 颜色：白色；镜片：平光
劳保防护	雨鞋	5	劳保防护	足部防护	合并	高	雨鞋在劳保场景中属于足部防护，尺码和筒高应作为规格。	合并到足部防护，第三层保留雨鞋并维护尺码、筒高、材质。	SAFE-000050 雨鞋 品牌：回力；特征：厚底；SAFE-000067 雨鞋 品牌：回力；类型：雨鞋；SAFE-000077 雨鞋 品牌：回力；特征：加厚；SAFE-000083 雨鞋 品牌：回力
劳保防护	口罩	4	劳保防护	呼吸防护	合并	高	口罩属于呼吸防护用品，类型和防护等级应作为规格。	合并到呼吸防护，第三层保留一次性口罩、棉纱口罩等。	SAFE-000013 一次性口罩 类型：一次性；SAFE-000102 棉纱口罩 材质：棉纱；类型：口罩；SAFE-000103 一次性口罩 类型：一次性口罩；SAFE-000106 棉口罩 材质：棉；类型：口罩
劳保防护	一次性雨衣	4	劳保防护	雨具	复核	中	一次性雨衣是防雨用品，目标表未设雨具族，直接并入身体防护会混淆安全防护等级。	建议新增劳保防护下雨具二级族，第三层保留一次性雨衣。	SAFE-000057 一次性雨衣 类型：一次性；特征：加厚；SAFE-000073 一次性雨衣 类型：一次性；特征：加厚；SAFE-000109 一次性雨衣 类型：一次性雨衣；SAFE-000112 一次性雨衣 特征：加厚；类型：一次性雨衣
劳保防护	焊工眼镜	3	劳保防护	眼面防护	合并	高	焊工眼镜是焊接场景眼部防护，按防护用品归眼面防护。	合并到眼面防护，第三层保留焊工眼镜并维护遮光等级。	SAFE-000105 焊工眼镜 用途：焊工防护；SAFE-000114 焊工眼镜 用途：电焊防护；SAFE-000116 焊工眼镜 用途：电焊防护；颜色：白色/灰色
