domain	candidate_term	decision	suggested_family	split_rule	family_attributes	include_examples	exclude_examples	priority	confidence	reason
电气电料	电池	split	电池；蓄电池；电动工具整机	按实物拆分：普通电池和蓄电池归电池族；锂电池电钻/角磨机归工具整机	规格；电压；容量；化学体系；品牌；包装数量	5号电池；7号电池；9V电池；蓄电池	锂电池电钻；锂电池角磨机	P2	medium	电池可固化，但候选样例把动力方式带入工具名称。
弱电安防	网线	split	成品网线；网线接头；网线钳	按实物拆分：线缆归成品网线/网络线缆；对接头连接器归网线接头；压接工具归工具量具	长度；线类；屏蔽类型；接口；防水等级；颜色；品牌	成品网线；网线对接头；防水网线接头；防水网线连接器	网线钳；电缆防水接头；管道连接器	P0	high	网线候选同时包含线缆、接头和工具，必须拆分。
弱电安防	成品网线	solidify	成品网线	只收两端带水晶头的成品线；裸网线如后续出现可另设网络线缆	长度；线类；屏蔽类型；颜色；接口类型；品牌	成品网线	网线钳；网线对接头；防水网线连接器	P1	high	成品网线是网络材料中清晰采购实物。
弱电安防	网线接头	solidify	网线接头	网线对接头、防水网线接头、防水网线连接器合并；排除电缆格兰头和管道连接器	接口类型；防水等级；适用环境；屏蔽类型；材质；品牌	防水网线接头；网线防水对接头；网线对接头；防水网线连接器	电缆防水接头；金属电缆防水接头；双卡管道连接器	P0	high	网线接头属于弱电网络连接件，不能和电缆防水接头、管路接头混。
弱电安防	摄像头	solidify	监控摄像头	太阳能、4G、变焦作为属性；套装另分	供电方式；通信方式；清晰度；焦距；存储方式；防护等级；安装方式；品牌	监控摄像头；太阳能4G摄像头；变焦摄像头	太阳能4G监控套装；摄像头支架；监控电源	P1	high	摄像头本体是监控设备核心族，供电和通信不拆族。
弱电安防	监控	split	监控摄像头；监控套装；监控配件	按实物拆分，监控只是系统用途词	供电方式；通信方式；清晰度；套装组成；存储方式；品牌	监控摄像头；太阳能4G监控套装	监控；监控工程；普通摄像头配件	P1	high	监控是系统场景，不是单一物料族。
弱电安防	太阳能	attribute_only	太阳能	太阳能是供电方式属性；按摄像头、LED灯、爆闪灯等本体归族	供电方式；电池容量；太阳能板功率	太阳能4G摄像头；太阳能LED灯；太阳能爆闪灯	太阳能	P2	high	太阳能横跨弱电、照明和警示设备，只能作为属性。
安全消防	消防	split	消防水带；消防接头；消防枪头；消防阀门；消防卡箍；消防箱；消防铲	消防是用途/系统词，按具体器材或管件拆分	用途；公称通径；压力等级；材质；接口；规格；品牌	消防水带；消防接头；消防枪头；消防阀门；消防箱；消防铲	消防；普通阀门；普通卡箍	P0	high	消防候选覆盖多种器材和管件，不能作为物料族。
安全消防	水带	split	消防水带；非消防水带	按用途和管理属性拆分：明确消防用途归消防水带；高压/橡胶水带按管材或软管管理	公称通径；材质；压力等级；长度；接口；衬里；特性	消防水带；防爆耐磨水带；橡胶防爆水带	高压水带；高压胶水带；耐磨水管	P0	high	水带跨安全消防和管材，必须通过消防用途区分。
安全消防	消防水带	solidify	消防水带	明确消防用途或安全消防分类的水带归入；普通高压水带排除	公称通径；材质；压力等级；长度；接口规格；衬里；耐磨/防爆特性	消防水带；防爆耐磨水带；橡胶防爆水带	高压水带；高压胶水带；耐磨水管	P0	high	消防水带是独立消防器材，规格和特性做属性。
安全消防	消防接头	solidify	消防接头	收消防水带/消防管配套接头和快接；枪头可单独族或作为关联配件	规格；接口标准；材质；压力等级；连接方式；适配水带口径	消防接头；消防管快速接头；消防枪头管接头套件	电缆防水接头；网线接头；液压接头；PPR接头	P0	high	消防接头属于消防管件，需和电气、弱电、管路接头严格隔离。
安全消防	消防枪头	solidify	消防枪头	消防喷枪/枪头单独成族；管接头套件按套件或消防接头处理	规格；材质；接口标准；压力等级；喷射形式	消防枪头	消防接头；消防枪头管接头套件；喷漆枪	P1	high	消防枪头是水带末端器材，与接头有配套关系但不是同一实物。
安全消防	消防阀门	solidify	消防阀门	名称明确带消防或消防系统专用的阀门归安全消防/消防管件；通用阀门仍归管材管件阀门	阀门类型；公称直径；连接方式；压力等级；材质；驱动方式；用途	消防阀门；消防蝶阀；沟槽消防阀	蝶阀；球阀；PPR阀门；铜止回阀	P0	high	消防阀门按消防系统器材治理，不并入普通阀门族；但通用阀门仍归阀门。
安全消防	阀门	split	阀门；消防阀门	按系统用途拆分：普通给排水/水暖阀门归阀门；明确消防系统专用归消防阀门	阀门类型；材质；公称直径；连接方式；压力等级；驱动方式；用途	球阀；蝶阀；止回阀；三角阀	消防阀门；消防蝶阀	P0	high	候选阀门几乎都属管材管件阀门，但消防阀门应单独归消防管件。
安全消防	蝶阀	split	蝶阀；消防阀门	按是否消防专用拆分；消防蝶阀归消防阀门，普通蝶阀归阀门族	公称直径；连接方式；驱动方式；材质；压力等级；用途	蝶阀；法兰电动蝶阀；沟槽式蝶阀	消防蝶阀	P1	high	蝶阀本身是阀门类型，但消防蝶阀应按消防系统分流。
安全消防	消防卡箍	solidify	消防卡箍	只收消防管路沟槽卡箍；普通管卡、定制卡箍接头另归其他族	规格；公称通径；材质；压力等级；连接方式；表面处理	消防卡箍	卡箍接头；PE管卡箍组件；气体软管卡箍	P1	high	消防卡箍是消防管件，和定制管路接头、普通卡箍不同。
安全消防	消防箱	solidify	消防箱	收消防器材箱；电箱、配电箱排除	类型；尺寸；材质；配置；安装方式；颜色	消防箱	电箱；配电箱；灭火器箱	P1	high	消防箱属于消防器材收纳设施，和电气箱柜不同。
安全消防	灭火器	split	灭火器；灭火器箱；灭火标志	按实物拆分：灭火器本体、存放箱、标志牌分开	灭火剂类型；灭火剂重量；容量；压力等级；有效期；箱体尺寸；标志形式	灭火器；灭火器箱；立式灭火标志	消防水带；消防箱	P0	high	候选灭火器命中箱体和标志，不能把容器、箱、标识混成一族。
安全消防	灭火器箱	solidify	灭火器箱	只收灭火器存放箱；灭火器本体和消防箱排除	容纳数量；适配灭火器规格；材质；尺寸；安装方式	灭火器箱	灭火器；消防箱；立式灭火标志	P1	high	灭火器箱是消防器材配套箱体，应从灭火器本体拆出。
安全消防	警示	attribute_only	警示标识	警示是用途属性；按警示牌、警示胶带、踢脚板等具体实物落族	颜色；反光等级；用途；尺寸；材质	警示牌；反光警示带；警示反光胶带；警示反光踢脚板	警示	P2	medium	警示是功能词，不能替代具体物料族。
安全消防	警示牌	solidify	警示牌	只收牌类标识；胶带、踢脚板、围挡另分	内容；尺寸；材质；反光等级；安装方式	警示牌；立式灭火标志	警示反光胶带；反光警示带；警示反光踢脚板	P2	medium	牌类标识边界清楚，警示胶带等应归其他警示标识子族。
安全消防	爆闪灯	solidify	爆闪灯	太阳能仅作为供电属性；不并入照明灯具	供电方式；光源；电压；颜色；安装方式；防护等级	太阳能爆闪灯；爆闪灯	LED灯泡；太阳能LED灯；警示牌	P2	medium	爆闪灯用于现场警示，和普通照明不同。
