domain	candidate_term	decision	suggested_family	split_rule	family_attributes	include_examples	exclude_examples	priority	confidence	reason
工具量具	套装	split	工具套装；电钻；角磨机；扳手；批头；冲凿工具	按套装主体拆：有明确主体归主体族并记录配置；混合工具包或无单一主体才归工具套装	主体工具；配置；件数；规格范围；品牌；附件清单	内六角扳手套装；锂电角磨机套装；十字批头套装；冲凿套装	水龙头花洒套装；雨衣套装；螺杆泵电机套装	P0	high	套装是成套配置，跨多领域，不能直接粗暴成族。
工具量具	扳手	split	扳手；气动扳手；液压扳手；套筒；扳手套装	按动力和主体拆：手动扳手归扳手；气动/液压整机另归对应族；电动扳手套筒归套筒；成套按套装主体处理	品牌；规格；扳手类型；开口尺寸；长度；材质；件数；驱动方式	活动扳手；内六角扳手；开口梅花扳手；链条扳手；液压扳手套装	电动扳手套筒；扳手套装中非扳手主体	P0	high	候选跨手动、气动、液压和套筒附件，不能只按“扳手”字符串合并。
建筑材料	水泥	split	水泥；水泥砖；水泥钉	按完整实物拆：硅酸盐水泥/双快水泥/快硬水泥归水泥，水泥砖归砖砌材料，水泥钉归紧固件	类型；强度等级；品牌；包装形式；包装重量；执行标准	水泥；普通硅酸盐水泥；硅酸盐水泥；双快水泥；快硬水泥	水泥砖；水泥钉；水泥垫块	P0	high	水泥候选跨建材本体、砖和紧固钉，单按水泥子串合并会误归类。
弱电安防	网线	split	成品网线；网线接头；网线钳	按实物拆分：线缆归成品网线/网络线缆；对接头连接器归网线接头；压接工具归工具量具	长度；线类；屏蔽类型；接口；防水等级；颜色；品牌	成品网线；网线对接头；防水网线接头；防水网线连接器	网线钳；电缆防水接头；管道连接器	P0	high	网线候选同时包含线缆、接头和工具，必须拆分。
弱电安防	网线接头	solidify	网线接头	网线对接头、防水网线接头、防水网线连接器合并；排除电缆格兰头和管道连接器	接口类型；防水等级；适用环境；屏蔽类型；材质；品牌	防水网线接头；网线防水对接头；网线对接头；防水网线连接器	电缆防水接头；金属电缆防水接头；双卡管道连接器	P0	high	网线接头属于弱电网络连接件，不能和电缆防水接头、管路接头混。
液压气动	气动接头	solidify	气动接头	不拆；直通/弯头/三通/公头/螺母/自锁/快插作为属性	接头形式；规格；外径；螺纹；连接方式；材质；锁紧形式	气管直通接头；气管弯头接头；气管三通接头；气管自锁接头；自锁气管接头公头；不锈钢快接公头	氧气管接头；液压快速接头；电焊快速接头	P0	high	气动接头分类集中，且与气管管体应明确拆开。
液压气动	油管	split	高压油管；液压接头；油管护套	按主物料拆：高压油管归管路；油管快速接头/油管接头归液压接头；油管护套归保护附件	介质；公称通径；压力等级；等级；长度；接头形式	高压油管；油管快速接头；高压油管接头；油管护套	润滑油；油管夹具	P0	high	油管候选中同时出现管体、接头和护套，需先拆主物料。
液压气动	液压接头	solidify	液压接头	不拆；弯头/三通/堵头/对丝/快接等作为接头形式属性	接头形式；材质；规格；螺纹；系列；压力等级；连接方式；密封形式；品牌	不锈钢卡套接头；不锈钢卡扣接头；液压快速接头；高压对丝接头；高压堵头；超高压接头	气管直通接头；PPR接头；电缆防水接头	P0	high	液压接头覆盖集中且规则价值高，形态差异应进属性。
液压气动	胶管总成	solidify	胶管总成	不拆；总成的接头螺纹、长度、层数作为属性	螺纹；层数；长度；公称通径；压力等级；接头形式；介质	胶管总成；高压管总成	高压水枪过滤总成；二氧化碳减压阀总成	P0	high	胶管总成样例集中且是完整液压管路组件，应固化。
液压气动；焊接切割	气管	split	气管；气动接头；氧气管接头	按介质和主名词拆：单独气管归气管；气管直通/弯头/三通/自锁接头归气动接头；氧气管接头归焊割气瓶附件	介质；规格；外径；接头形式；连接方式；材质	气管；气管直通接头；气管弯头接头；气管三通接头；气管自锁接头；氧气管接头	气动工具；空气开关	P0	high	气管候选主要被气动接头占据，必须避免把接头当成管体。
清洁办公后勤	合页	solidify	合页		材质；规格；厚度；承重；表面处理；安装位置	合页；不锈钢合页；铁合页；加厚铁合页	门锁；插销；焊接件	P0	high	合页是门窗五金清晰实物族，材质、加厚和尺寸均为属性。
清洁办公后勤	垃圾袋	solidify	垃圾袋		尺寸；厚度；颜色；材质；每包数量；承重	垃圾袋；大号垃圾袋；加厚垃圾袋	编织袋；吨袋；包装袋	P0	high	垃圾袋样例集中在清洁耗材，规格尺寸和厚度用于区分SKU。
清洁办公后勤	挂锁	solidify	挂锁		材质；规格；锁梁尺寸；钥匙类型；防水特性；通开类型	挂锁；不锈钢挂锁；铜挂锁；通用挂锁	门锁；锁扣；电箱锁	P0	high	挂锁样例集中且边界清楚，材质和通开/防水是族内属性。
清洁办公后勤	插销	solidify	插销		材质；规格；长度；功能；安装对象；表面处理	插销；门插销；门板插销；带锁插销	电气插销；定位销；销轴	P0	high	当前样例均为门窗五金插销，带锁和门板用途不改变族。
清洁办公后勤	锁	split	门锁；挂锁；锁扣；电箱锁	不要按单字锁合并；按完整名称和安装对象拆到对应锁具或配件族	适配对象；锁体型号；钥匙类型；材质；规格	门锁；挂锁；电箱门锁；锁扣	螺纹锁固胶；自锁接头；锁紧螺母	P0	high	锁是宽词，横跨锁具、锁具配件、胶粘剂和连接特征，必须按完整品名拆。
清洁办公后勤	门锁	split	门锁；电箱锁	按适配对象拆：办公室门/大门/防盗门归门锁，电箱门锁归电箱锁或电气箱柜配件	适配对象；锁体型号；开孔尺寸；材质；钥匙类型；把手方向	门锁；防盗门锁；办公室门锁；电箱门锁	挂锁；锁扣；门插销	P0	high	门锁样例跨普通门窗五金和电箱门锁，按安装对象拆规则更稳定。
焊接切割	焊条	solidify	焊条		材质；牌号；型号；直径；包装重量；品牌；适用母材	焊条；碳钢焊条；不锈钢焊条；大西洋422焊条	焊丝；电焊钳；电焊线	P0	high	焊条样例集中在焊接耗材，材质和牌号为关键属性。
电动气动工具	电钻	solidify	电钻		品牌；型号；供电方式；电压；电池容量；功率；夹头规格；配置	电钻；充电电钻；锂电池电钻；锂电钻；锂电电钻套装	电钻夹头钥匙；自紧钻夹头；钻头	P0	high	整机边界清楚，锂电、充电、套装配置作为属性，夹头钥匙另为附件。
电动气动工具	角磨机	solidify	角磨机		品牌；型号；供电方式；电压；功率；砂轮规格；配置	角磨机；锂电角磨机；锂电池角磨机；锂电角磨机套装	砂轮片；切割片；角磨片	P0	high	角磨机是电动工具整机，电池和套装不改变本体。
电气电料	开关	split	墙壁开关；按钮开关；断路器；开关电源；控制开关；开关底盒	按功能拆分：墙壁通断、按钮控制、保护断路、电源模块、底盒附件分别成族	类型；位数；极数；额定电流；电压；控制对象；安装方式；品牌；型号	一位开关；二位开关；四位开关；按钮开关；时控开关	空气开关；漏电断路器；开关电源；开关底盒	P0	high	开关候选横跨面板开关、断路器、电源和底盒，不能粗并为一个族。
电气电料	扎带	solidify	扎带	尼龙扎带和普通扎带合并；材质、颜色、尺寸做属性	材质；宽度；长度；颜色；包装数量；耐候等级；品牌	扎带；尼龙扎带	扎带枪；绑扎服务；金属卡箍	P0	high	样例集中在电气辅材，规格和材质不需要拆族。
电气电料	接线端子	solidify	接线端子	铜鼻子、OT端子、管型端子、端子排作为类型/结构属性纳入；排除压线工具	类型；材质；适配线径；孔径；额定电流；颜色；型号；品牌	接线端子；铜接线端子；管型接线端子；端子排；OT铜端子；铜鼻子	端子压线钳；铜管路接头	P0	high	接线端子是电气连接件核心族，铜鼻子等为端子类型。
电气电料	插座	solidify	插座	排除底盒、套装和非插座附件；墙插、USB插座、空调插座仍归插座	类型；孔位；电流；电压；安装方式；功能；品牌；型号	插座；五孔插座；USB插座；空调插座；导轨五孔插座	插座底盒；航空插头插座套装；插排	P0	high	插座是清晰实物族，底盒和移动插排应另归附件或移动插座。
电气电料	断路器	solidify	断路器	空气开关、漏电断路器、塑壳断路器作为类型属性	类型；极数；额定电流；脱扣曲线；分断能力；漏电保护参数；品牌；型号	断路器；漏电断路器；空气开关；塑壳断路器	开关电源；按钮开关；总开关手柄	P0	high	低压保护电器边界稳定，空气开关是断路器俗称。
电气电料	电源	split	开关电源；电源适配器；电源转换器；电源线；双电源转换器；电源检测仪器	按实物功能拆分：供电模块、适配器、转换器、线缆、双电源切换和检测工具分开	输入电压；输出电压；功率；电流；接口；极数；线长；品牌；型号	开关电源；电源适配器；电源转换器；双电源转换器	打印机电源线；电源极性检测器	P0	high	电源是上位词，样例跨模块、线缆和工具，不能独立成物料族。
电气电料	电线	split	电线；电线固定辅材	按本体和辅材拆分：BV等导线归电线；扎丝、电线架等固定整理件归电气辅材	型号；截面积；颜色；芯数；材质；电压等级；品牌；长度	BV电线；电线	电线扎丝；镀锌电线架	P0	high	电线本体边界清楚，但候选样例混入固定辅材。
电气电料	电缆	split	电缆；电缆防水接头；电缆支架	按实物用途拆分：导电线缆归电缆；穿线密封件归电缆防水接头；承托固定件归电缆支架	型号；芯数截面；电压等级；材质；屏蔽类型；护套材质；品牌；长度	电缆；电缆线；屏蔽信号电缆	电缆防水接头；金属电缆防水接头；电缆三角支架	P0	high	候选词命中电缆本体和附件，必须避免把接头、支架并入线缆族。
电气电料	电缆防水接头	solidify	电缆防水接头	只收电缆格兰头/穿线密封接头；不得收管路、消防、网线接头	螺纹规格；材质；适用电缆范围；防护等级；密封圈材质；颜色；品牌	电缆防水接头；金属电缆防水接头	防水网线接头；网线防水对接头；消防管快速接头；PPR接头	P0	high	电气防水接头是电缆穿线密封件，必须和管路接头、网线接头分开。
电气电料	端子	split	接线端子；端子压线钳	按实物拆分：端子/端子排归接线端子；压接工具归工具量具	端子类型；材质；适配线径；孔径；额定电流；型号	OT铜端子；冷压线鼻端子；端子排；管型接线端子	端子压线钳	P0	high	候选端子大多是电气端子，但明确混入工具。
电气电料	铜接头	split	接线端子；管路铜接头	按适配对象拆分：适配线径/电流的铜接头归接线端子；DN口径/管路连接归管路接头	材质；适配线径；孔径；额定电流；管径；连接方式；表面处理	铜接头 适配线径150平方；铜接头 适配线径120平方	加厚铜接头 DN80；铜接头 DN50；液压铜接头	P0	high	同名同时表示电缆铜端子和管路铜接头，是高风险跨域词。
管材管件阀门	球阀	solidify	球阀	不拆；需避免把浮球阀误命中为球阀	材质；口径；连接方式；压力等级；结构；用途；品牌	PPR球阀；铜球阀；不锈钢两片式球阀；不锈钢内丝球阀；不锈钢宝塔球阀	浮球阀；电浮球阀；浮球液位开关	P0	high	球阀是清晰阀门族，但需加负例排除浮球阀。
管材管件阀门	直接/接头	solidify	直接/接头	不拆；仅限水暖/管材管件体系中的直连、对接、内外接类管件	材质；规格；连接方式；螺纹；是否异径；品牌	PPR直通；PPR热熔接头；PVC直接；不锈钢内接；不锈钢外接；镀锌外丝接头	液压高压外丝接头；气管直通接头；电缆防水接头	P0	high	在管材管件阀门域内，直接/接头边界清楚，可作为水暖直连管件族。
管材管件阀门	管材	solidify	管材	不拆；PPR/PVC/UPVC/波纹/注浆等作为材质或用途属性，消防水带和液压高压管路另拆	材质；用途；规格；压力等级；结构；连接方式；品牌	PPR管；PPR给水管；PVC给水管；UPVC饮水管；波纹管；注浆管	高压油管；胶管总成；气管直通接头；消防水带	P0	high	管材回答实物本质，PPR/PVC/UPVC/给水等应作为族内属性。
管材管件阀门	阀门	solidify	阀门	不拆；阀型在属性中表达，若名称明确为消防器材管理则用途标消防	阀型；材质；口径；连接方式；压力等级；驱动方式；用途；品牌	PPR截止阀；三角阀；铜止回阀；蝶阀；不锈钢刀阀；不锈钢单向阀；热水器安全阀	电磁阀线圈；阀门手柄；浮球液位开关	P0	high	阀门本体边界清楚，球阀/蝶阀/止回阀等是阀型属性或细分规则。
管材管件阀门；定制加工件	法兰	split	法兰；阀门；法兰软连接；法兰垫片；定制管路接头	按主物料拆：法兰/法兰盘归法兰；法兰蝶阀归阀门且连接=法兰；法兰垫片/胶垫归密封垫；法兰异径接头或加工件按接头/定制拆	材质；规格；公称通径；压力等级；标准；连接面；是否定制	国标法兰；法兰盘；法兰；法兰异径接头；法兰软连接；不锈钢电动法兰蝶阀	法兰胶垫；法兰垫片；Y型法兰过滤器	P0	high	法兰既可作本体，也常只是连接方式，必须看主名词。
管材管件阀门；液压气动	直通	split	直接/接头；气动接头；液压接头	按系统拆：PPR/PVC/UPVC/镀锌直通归直接/接头；气管直通接头归气动接头；高压直通或快拧直通归液压接头或气动接头	系统；材质；规格；连接方式；螺纹；接头形式	PPR直通；PVC直通；UPVC直通；镀锌直通；气管直通接头；不锈钢直通快插接头	直接扣件；电气直通连接器	P0	high	直通既表示水暖直接，也表示气动/液压接头形态，必须按系统拆。
管材管件阀门；液压气动；安全消防	接头	split	直接/接头；异径接头；液压接头；气动接头；定制管路接头；消防接头	按系统和用途先拆：水暖管件看PPR/PVC/UPVC/镀锌/内外丝等，液压看高压/油管/卡套/对丝/堵头，气动看气管/快插/自锁，消防看消防/枪头/水带，定制看加工/非标/图纸	系统；接头形式；材质；规格；螺纹；连接方式；压力等级；是否定制	PPR接头；UPVC异径接头；液压高压外丝接头；气管直通接头；消防管快速接头；泥浆管接头加工件	电缆防水接头；防水网线接头；电焊快速接头；不锈钢黄油嘴接头	P0	high	接头命中142个SKU且跨21个当前族，必须按系统拆，不能作为单一物料族。
管材管件阀门；液压气动；安全消防；焊接切割	快速接头	split	液压接头；消防接头；管路快速接头；焊割快速接头	按系统拆：液压/油管快接归液压接头；消防管快接归消防接头；铝合金管路快接归管路快速接头；电焊/焊机快接归焊割工具附件	系统；接头形式；规格；材质；接口标准；压力等级；密封件	液压快速接头；油管快速接头；消防管快速接头；铝合金快速接头；电焊快速接头	快速接头胶垫；快插端子	P0	high	快速接头是连接方式词，液压、消防、管路和焊机快接不可合并。
管材管件阀门；液压气动；定制加工件	三通	split	三通；液压接头；气动接头；定制管路接头	按系统拆：PPR/PVC/UPVC/不锈钢三通归管路三通；卡套/高压三通归液压接头；气管三通归气动接头；三通抱箍等加工件归定制管路接头	系统；材质；规格；连接方式；是否异径；接头形式；是否定制	PPR三通；PPR内牙三通；排水异径三通；不锈钢三通；不锈钢卡套三通；气管三通接头；三通抱箍	三通接线端子；三叉套筒扳手；三通作为数量描述	P0	high	三通是典型跨系统形态词，不能把水暖三通、液压三通、气动三通合成一个族。
管材管件阀门；液压气动；定制加工件	弯头	split	弯头；液压接头；气动接头；定制管路接头	按系统拆：PPR/PVC/UPVC/镀锌/焊接等标准管件归弯头；液压高压或卡套归液压接头；气管快插归气动接头；带定制/加工/加长卡槽等归定制管路接头	系统；材质；角度；规格；连接方式；压力等级；是否异径；是否定制	PPR弯头；PVC45度弯头；UPVC弯头；镀锌内丝弯头；液压内外牙弯头；气管弯头接头；卡槽弯头	不锈钢黄油嘴弯头；推进泵加长弯头；角钢加工件	P0	high	弯头既有标准水暖弯头，也有液压气动接头和非标加工弯头，规则需先识别系统。
管材管件阀门；液压气动；焊接切割	软管	split	金属软管；钢丝软管；高压钢丝软管；氧气/乙炔软管	按介质和系统拆：水暖金属/透明/钢丝软管归管材管件；高压钢丝软管归液压高压管路；氧气/乙炔软管归气瓶附件	材质；介质；规格；长度；结构；压力等级；接口形式	金属软管；透明软管；PVC钢丝软管；钢丝软管；高压钢丝软管；氧气软管；乙炔软管	气体软管卡箍；软管接头；花洒软管套装	P0	medium	软管跨水暖、液压和焊割气体，不能单独固化。
管材管件阀门；液压气动；电气电料	堵头	split	堵头；液压接头；电气连接器堵头	按系统拆：PPR/镀锌/普通管路堵头归堵头；高压/液压堵头归液压接头；水下连接器堵头归电气连接器附件	系统；材质；规格；螺纹；连接方式；压力等级	PPR堵头；镀锌堵头；堵头；液压堵头；高压堵头；高压外丝堵头	水下连接器堵头；橡胶堵漏剂	P0	high	堵头跨管路封堵、液压接头和电气连接器附件，不能单族合并。
紧固件与连接件	垫圈	solidify	垫圈	只收标准紧固件垫圈/垫片；密封、法兰、定制件排除	材质；规格；内径；外径；厚度；形式；标准；表面处理	平垫片；弹簧垫片；镀锌平垫；螺栓垫圈	四氟垫片；法兰胶垫；快速接头胶垫；定制橡胶垫	P0	high	标准垫圈边界清楚，适合固化为紧固件族。
紧固件与连接件	垫片	split	垫圈；密封垫片；法兰垫片；定制垫片	标准平垫、弹垫归垫圈；四氟/橡胶密封用途归密封垫片；法兰配套归法兰垫片；带定制/加工/图纸归定制垫片	材质；规格；内径；外径；厚度；形式；标准；用途；定制标识	平垫片；弹簧垫片；镀锌平垫；加厚垫片	四氟垫片；法兰垫片；定制垫片；异形垫片；橡胶垫块；防滑橡胶垫	P0	high	垫片横跨标准紧固、密封、法兰和定制加工，必须按用途拆。
紧固件与连接件	管卡	split	管卡；定制管路接头；气体软管卡箍	普通管道固定件归管卡；带加工/组件/接头语义归定制管路接头；气瓶或气体软管配套卡箍按焊接切割附件排除	材质；适配管径；规格；型式；联数；表面处理；用途；是否定制	PPR管卡；PVC管卡；重型管卡；水管钩；不锈钢骑马卡	PE管卡箍组件；三通抱箍；双头抱箍接头；气体软管卡箍；卡槽导轨	P0	high	管卡高频且大多为管路固定件，但夹杂定制接头和气体软管附件。
紧固件与连接件	膨胀螺丝	solidify	膨胀锚栓	作为膨胀锚栓别名命中；不得再落普通螺丝	规格；直径；长度；材质；表面处理；强度等级；包装	膨胀螺丝；镀锌膨胀螺丝；爆炸螺丝	六角螺丝；自攻螺丝；钻尾螺丝；花篮螺丝	P0	high	膨胀螺丝本质是锚固件，和普通机螺丝采购属性不同。
紧固件与连接件	膨胀锚栓	solidify	膨胀锚栓	膨胀螺丝、爆炸螺丝、膨胀钩统一归入；规则优先于普通螺丝	规格；直径；长度；材质；表面处理；头型/钩型；强度等级；包装	膨胀螺丝；膨胀钩；镀锌膨胀钩；爆炸螺丝	普通螺丝；钻尾螺丝；花篮螺丝；螺丝刀	P0	high	候选集中在紧固锚固件，现有样例已明确归并到膨胀锚栓。
