batch_id	top_group	material_family	item_code	item_name	required_specs	optional_specs	stock_uom	aliases	quality_level	governance_note
batch_009	设备备件	润滑配件	CHEM-000161	黄油嘴	角度：45度；螺纹：M8		只	黄油嘴45度M8	needs_review	缺失规格：材质；整理依据：螺距/材质缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。；二级物料族人工预览：合并 -> 设备备件/润滑配件；置信度：高；判断：黄油嘴是润滑点注油附件，属于润滑配件下的第三层名称，不应和液压接头或气动接头混淆。；下一步：合并到润滑配件，第三层名称保留黄油嘴，补螺纹规格、角度、材质。
batch_009	设备备件	润滑配件	CHEM-000162	黄油嘴	角度：45度；螺纹：M12		只	黄油嘴45度M12	needs_review	缺失规格：材质；整理依据：螺距/材质缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。；二级物料族人工预览：合并 -> 设备备件/润滑配件；置信度：高；判断：黄油嘴是润滑点注油附件，属于润滑配件下的第三层名称，不应和液压接头或气动接头混淆。；下一步：合并到润滑配件，第三层名称保留黄油嘴，补螺纹规格、角度、材质。
batch_009	设备备件	润滑配件	CHEM-000163	黄油嘴	螺纹：M10		只	黄油嘴M10	needs_review	缺失规格：品牌；型号；类型；容量；颜色；整理依据：角度/螺距缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。；二级物料族人工预览：合并 -> 设备备件/润滑配件；置信度：高；判断：黄油嘴是润滑点注油附件，属于润滑配件下的第三层名称，不应和液压接头或气动接头混淆。；下一步：合并到润滑配件，第三层名称保留黄油嘴，补螺纹规格、角度、材质。
batch_009	设备备件	润滑配件	CHEM-000164	黄油嘴	螺纹：M12		只	黄油嘴M12	needs_review	缺失规格：品牌；型号；类型；容量；颜色；整理依据：角度/螺距缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。；二级物料族人工预览：合并 -> 设备备件/润滑配件；置信度：高；判断：黄油嘴是润滑点注油附件，属于润滑配件下的第三层名称，不应和液压接头或气动接头混淆。；下一步：合并到润滑配件，第三层名称保留黄油嘴，补螺纹规格、角度、材质。
batch_009	设备备件	润滑配件	CHEM-000165	黄油嘴	角度：45度；螺纹：M6		只	黄油嘴45度M6	needs_review	缺失规格：材质；整理依据：螺距/材质缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。；二级物料族人工预览：合并 -> 设备备件/润滑配件；置信度：高；判断：黄油嘴是润滑点注油附件，属于润滑配件下的第三层名称，不应和液压接头或气动接头混淆。；下一步：合并到润滑配件，第三层名称保留黄油嘴，补螺纹规格、角度、材质。
batch_009	设备备件	润滑配件	CHEM-000166	黄油嘴	角度：45度；螺纹：M10		只	黄油嘴45度M10	needs_review	缺失规格：材质；整理依据：螺距/材质缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。；二级物料族人工预览：合并 -> 设备备件/润滑配件；置信度：高；判断：黄油嘴是润滑点注油附件，属于润滑配件下的第三层名称，不应和液压接头或气动接头混淆。；下一步：合并到润滑配件，第三层名称保留黄油嘴，补螺纹规格、角度、材质。
batch_009	金属材料	钢管	CONST-000042	脚手架钢管	长度：6m		根	架子管6m；架子管	needs_review	缺失规格：材质；壁厚；整理依据：架子管为土名；管径/壁厚/材质缺失，无法稳定区分SKU；导入口径：do_not_import_missing_specs；重分类：建筑周转材料/脚手架 -> 金属材料/钢管；分类置信度：high；架子管本质为脚手架用钢管，旧周转材料不是标准分类。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	METAL-000089	镀锌方管	规格：3*3*3；表面：镀锌		米	镀锌方管3*3*3	usable	缺失规格：材质；整理依据：规格单位/材质未明确，按原规格保留；导入口径：confirm_then_import；重分类：钢材/型材 -> 金属材料/钢管；分类置信度：high；镀锌方管是钢管类金属原材料。；二级物料族人工预览：合并 -> 金属材料/钢管；置信度：高；判断：镀锌方管是方形钢管，镀锌为表面处理。；下一步：合并到钢管，第三层保留方管并维护规格、壁厚、表面处理。
batch_009	金属材料	钢管	PIPE-000034	镀锌钢管	规格：DN25；标准：国标；表面：镀锌		米	DN25国标镀锌钢管	standard	导入口径：import_ready；重分类：金属材料/管材 -> 金属材料/钢管；分类置信度：medium；样例均为镀锌钢管，定做项仅影响规格长度。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	PIPE-000061	无缝管	规格：325；壁厚：14		米	325无缝管&14	usable	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失，按规格和壁厚候选；原别名符号已保留；导入口径：confirm_then_import；重分类：原材料/钢管 -> 金属材料/钢管；分类置信度：high；无缝管按钢管原材料归类。；二级物料族人工预览：合并 -> 金属材料/钢管；置信度：高；判断：无缝管是钢管制造类型，属于钢管族。；下一步：合并到钢管，第三层保留无缝管并维护外径、壁厚、材质。
batch_009	金属材料	钢管	PIPE-000089	镀锌管	规格：DN20；表面：镀锌		米	DN20镀锌管	needs_review	缺失规格：执行标准；壁厚；整理依据：壁厚、执行标准缺失，无法区分钢管SKU；导入口径：do_not_import_missing_specs；重分类：原材料/钢管 -> 金属材料/钢管；分类置信度：high；镀锌管作为钢管原材料管理。；二级物料族人工预览：合并 -> 金属材料/钢管；置信度：高；判断：镀锌管是钢管的表面处理变体，属于钢管族。；下一步：合并到钢管，第三层保留镀锌管并维护 DN、壁厚、长度。
batch_009	金属材料	钢管	PIPE-000100	无缝管	规格：68*6		米	68*6无缝管	needs_review	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失，可能影响无缝管SKU区分；导入口径：do_not_import_missing_specs；重分类：原材料/钢管 -> 金属材料/钢管；分类置信度：high；无缝管按钢管原材料归类。；二级物料族人工预览：合并 -> 金属材料/钢管；置信度：高；判断：无缝管是钢管制造类型，属于钢管族。；下一步：合并到钢管，第三层保留无缝管并维护外径、壁厚、材质。
batch_009	金属材料	钢管	PIPE-000110	镀锌钢管	定制：是；规格：48；表面：镀锌		条	定做48镀锌钢管	needs_review	缺失规格：壁厚；长度；整理依据：定制件长度/壁厚/加工要求缺失，无法唯一确定镀锌钢管SKU；导入口径：do_not_import_missing_specs；重分类：定制件/钢管加工件 -> 金属材料/钢管；分类置信度：medium；样例均为镀锌钢管，定做项仅影响规格长度。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	PIPE-000120	钢管	规格：32*4.5		米	32*4.5钢管	needs_review	缺失规格：材质；整理依据：材质/标准缺失，影响钢管SKU区分；导入口径：do_not_import_missing_specs；重分类：原材料/钢管 -> 金属材料/钢管；分类置信度：high；钢管为金属原材料管材。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	PIPE-000123	无缝管	规格：325*12		米	325*12无缝管	usable	缺失规格：材质；执行标准；壁厚；整理依据：材质/执行标准缺失，按规格和壁厚候选；导入口径：confirm_then_import；重分类：原材料/钢管 -> 金属材料/钢管；分类置信度：high；无缝管按钢管原材料归类。；二级物料族人工预览：合并 -> 金属材料/钢管；置信度：高；判断：无缝管是钢管制造类型，属于钢管族。；下一步：合并到钢管，第三层保留无缝管并维护外径、壁厚、材质。
batch_009	金属材料	钢管	PIPE-000129	无缝钢管	外径：48mm；壁厚：4.0mm		米	48*4.0无缝管；48*4厚无缝管	needs_review	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失，按外径和壁厚先建候选；材质/执行标准缺失，可能影响无缝钢管SKU区分；导入口径：do_not_import_missing_specs；重分类：钢材/钢管 -> 金属材料/钢管；分类置信度：high；无缝钢管属于金属钢管原材料。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	PIPE-000144	无缝钢管	外径：89mm；壁厚：6mm		米	89*6无缝管	usable	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失，按外径和壁厚先建候选；导入口径：confirm_then_import；重分类：钢材/钢管 -> 金属材料/钢管；分类置信度：high；无缝钢管属于金属钢管原材料。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	PIPE-000147	无缝钢管	外径：325mm；壁厚：14mm		米	325*14无缝管	usable	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失，按外径和壁厚先建候选；导入口径：confirm_then_import；重分类：钢材/钢管 -> 金属材料/钢管；分类置信度：high；无缝钢管属于金属钢管原材料。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	PIPE-000265	无缝钢管	外径：60mm；壁厚：4mm		根	60*4无缝管	needs_review	缺失规格：材质；执行标准；长度；整理依据：长度/材质/执行标准缺失，无法区分钢管SKU；导入口径：do_not_import_missing_specs；重分类：钢材/钢管 -> 金属材料/钢管；分类置信度：high；无缝钢管属于金属钢管原材料。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	PIPE-000303	无缝钢管	外径：76mm；壁厚：8mm		米	76*8MM无缝管	usable	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失，按外径和壁厚先建候选；导入口径：confirm_then_import；重分类：钢材/钢管 -> 金属材料/钢管；分类置信度：high；无缝钢管属于金属钢管原材料。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	PIPE-000411	无缝钢管	外径：325；壁厚：12mm；长度：6米		根	无缝管325*12mm*6米	needs_review	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失，会影响无缝钢管SKU区分；导入口径：do_not_import_missing_specs；重分类：钢材/钢管 -> 金属材料/钢管；分类置信度：high；无缝钢管属于金属钢管原材料。；二级物料族人工预览：保留 -> 金属材料/钢管；置信度：高；判断：当前族为镀锌钢管、无缝钢管等金属钢管，符合目标钢管族。；下一步：保留钢管二级族，第三层按无缝管、镀锌管、焊管等拆分。
batch_009	金属材料	钢管	PIPE-000446	架子管	长度：6m；类型：架子管		根	架子管6m	needs_review	缺失规格：材质；壁厚；整理依据：管径/壁厚/材质缺失，无法稳定区分架子管SKU；导入口径：do_not_import_missing_specs；重分类：建筑施工耗材/脚手架管 -> 金属材料/钢管；分类置信度：high；架子管本质为脚手架钢管，旧施工耗材偏用途。；二级物料族人工预览：合并 -> 金属材料/钢管；置信度：中；判断：架子管是脚手架用钢管，材料形态仍为钢管。；下一步：合并到钢管，第三层保留架子管并维护长度、口径、壁厚。
batch_009	金属材料	钢管	PIPE-000450	焊管	规格：2寸；长度：3m；类型：焊管		根	焊管2寸*3m	needs_review	缺失规格：材质；执行标准；壁厚；整理依据：壁厚/材质/执行标准缺失，会影响焊管SKU区分；导入口径：do_not_import_missing_specs；重分类：钢材/钢管 -> 金属材料/钢管；分类置信度：high；焊管本质为钢管原材。；二级物料族人工预览：合并 -> 金属材料/钢管；置信度：高；判断：焊管是钢管制造类型，属于钢管族。；下一步：合并到钢管，第三层保留焊管并维护口径、长度、壁厚。
batch_009	劳保防护	眼面防护	SAFE-000002	防护眼镜	用途：打磨		个	打磨眼镜	standard	导入口径：import_ready；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；防护眼镜为眼面防护用品。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：防护眼镜用于眼部防护，目标眼面防护已覆盖眼镜类。；下一步：合并到眼面防护，第三层保留防护眼镜并维护防护类型、镜片颜色。
batch_009	劳保防护	眼面防护	SAFE-000004	电焊眼镜	用途：电焊		付	电焊眼镜	standard	导入口径：import_ready；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；样例均为电焊防护眼镜。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：电焊眼镜是焊接眼部防护用品，与焊工眼镜同口径。；下一步：合并到眼面防护，第三层统一焊工眼镜或保留电焊眼镜别名。
batch_009	劳保防护	眼面防护	SAFE-000008	防护眼镜	颜色：透明		付	透明防护眼镜	standard	导入口径：import_ready；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；防护眼镜为眼面防护用品。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：防护眼镜用于眼部防护，目标眼面防护已覆盖眼镜类。；下一步：合并到眼面防护，第三层保留防护眼镜并维护防护类型、镜片颜色。
batch_009	劳保防护	眼面防护	SAFE-000017	电焊眼镜	用途：电焊防护		副	电焊眼镜	usable	缺失规格：色号；整理依据：防护等级/镜片色号缺失，按电焊防护眼镜候选；导入口径：confirm_then_import；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；样例均为电焊防护眼镜。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：电焊眼镜是焊接眼部防护用品，与焊工眼镜同口径。；下一步：合并到眼面防护，第三层统一焊工眼镜或保留电焊眼镜别名。
batch_009	劳保防护	眼面防护	SAFE-000018	平光防护眼镜	类型：平镜/平光		副	平镜眼镜	usable	缺失规格：材质；整理依据：防护标准缺失，按平光防护眼镜候选；导入口径：confirm_then_import；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；防护眼镜为眼面防护用品。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：防护眼镜用于眼部防护，目标眼面防护已覆盖眼镜类。；下一步：合并到眼面防护，第三层保留防护眼镜并维护防护类型、镜片颜色。
batch_009	劳保防护	眼面防护	SAFE-000048	电焊帽	用途：电焊	品质描述:好	个	好电焊帽	needs_review	缺失规格：型号；整理依据：防护等级/型号缺失，无法区分电焊帽SKU；“好”按品质描述保留；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；电焊帽用于焊接眼面防护。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：中；判断：电焊帽用于焊接面部防护，和焊接面罩应在眼面防护下统一。；下一步：合并到眼面防护，第三层保留电焊帽并维护防护等级。
batch_009	劳保防护	眼面防护	SAFE-000068	平光防护眼镜	颜色：白色；镜片：平光		个	白色平光眼镜	usable	缺失规格：执行标准；整理依据：是否防冲击/执行标准缺失，按颜色和镜片类型先建候选；导入口径：confirm_then_import；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；防护眼镜为眼面防护用品。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：防护眼镜用于眼部防护，目标眼面防护已覆盖眼镜类。；下一步：合并到眼面防护，第三层保留防护眼镜并维护防护类型、镜片颜色。
batch_009	劳保防护	眼面防护	SAFE-000082	焊接面罩	用途：焊接		个	焊接面罩	needs_review	缺失规格：类型；材质；规格；安全等级；认证标准；整理依据：手持/头戴/滤光等级缺失，无法稳定区分焊接面罩SKU；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；焊接面罩是人员眼面防护用品，劳保耗材旧口径不保留。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：焊接面罩用于面部和眼部防护，目标眼面防护覆盖面罩。；下一步：合并到眼面防护，第三层保留焊接面罩并维护遮光等级、结构。
batch_009	劳保防护	眼面防护	SAFE-000095	护目镜	类型：多功能护目眼镜		付	多功能护目眼镜	needs_review	缺失规格：材质；整理依据：防护等级/材质缺失，可能影响护目镜SKU区分；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；护目镜为眼面防护用品。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：防护眼镜用于眼部防护，目标眼面防护已覆盖眼镜类。；下一步：合并到眼面防护，第三层保留防护眼镜并维护防护类型、镜片颜色。
batch_009	劳保防护	眼面防护	SAFE-000105	焊工眼镜	用途：焊工防护		付	焊工眼镜	needs_review	缺失规格：执行标准；整理依据：遮光号/执行标准缺失，无法稳定区分焊工眼镜SKU；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；焊工眼镜属于眼面防护。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：焊工眼镜是焊接场景眼部防护，按防护用品归眼面防护。；下一步：合并到眼面防护，第三层保留焊工眼镜并维护遮光等级。
batch_009	劳保防护	眼面防护	SAFE-000107	护目镜	类型：护目眼镜		付	护目眼镜	needs_review	缺失规格：材质；规格；安全等级；认证标准；整理依据：防护等级缺失，会影响护目镜SKU区分；与既有同类可合并需复核；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；护目镜为眼面防护用品。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：防护眼镜用于眼部防护，目标眼面防护已覆盖眼镜类。；下一步：合并到眼面防护，第三层保留防护眼镜并维护防护类型、镜片颜色。
batch_009	劳保防护	眼面防护	SAFE-000110	头盔式面罩	类型：头盔式面罩		只	头盔式面罩	needs_review	缺失规格：材质；规格；安全等级；认证标准；整理依据：防护等级/用途缺失，会影响面罩SKU区分；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；头盔式面罩是眼面防护用品。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：中；判断：头盔式面罩保护面部和眼部，按眼面防护配件口径管理。；下一步：合并到眼面防护，第三层保留头盔式面罩并维护结构和适用场景。
batch_009	劳保防护	眼面防护	SAFE-000114	焊工眼镜	用途：电焊防护		付	电焊眼镜	needs_review	缺失规格：类型；材质；规格；安全等级；认证标准；整理依据：遮光号缺失，无法稳定区分焊工眼镜SKU；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；焊工眼镜属于眼面防护。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：焊工眼镜是焊接场景眼部防护，按防护用品归眼面防护。；下一步：合并到眼面防护，第三层保留焊工眼镜并维护遮光等级。
batch_009	劳保防护	眼面防护	SAFE-000116	焊工眼镜	用途：电焊防护；颜色：白色/灰色		付	电焊眼镜白色 灰色	needs_review	缺失规格：类型；材质；规格；安全等级；认证标准；整理依据：颜色白色/灰色按原描述保留；遮光号/款式缺失；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；焊工眼镜属于眼面防护。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：焊工眼镜是焊接场景眼部防护，按防护用品归眼面防护。；下一步：合并到眼面防护，第三层保留焊工眼镜并维护遮光等级。
